0.2800791	0.4851113
0.8402374	1.4553340
0.2800791	2.4255566
0.8402374	3.3957792
0.2800791	4.3660019
0.8402374	5.3362245
0.2800791	6.3064471
0.8402374	7.2766698
0.2800791	8.2468924
0.8402374	9.2171150
0.2800791	10.1873377
0.8402374	11.1575603
0.2800791	12.1277829
0.8402374	13.0980056
0.2800791	14.0682282
0.8402374	15.0384508
1.4003957	0.4851113
1.9605540	1.4553340
1.4003957	2.4255566
1.9605540	3.3957792
1.4003957	4.3660019
1.9605540	5.3362245
1.4003957	6.3064471
1.9605540	7.2766698
1.4003957	8.2468924
1.9605540	9.2171150
1.4003957	10.1873377
1.9605540	11.1575603
1.4003957	12.1277829
1.9605540	13.0980056
1.4003957	14.0682282
1.9605540	15.0384508
2.5207123	0.4851113
3.0808706	1.4553340
2.5207123	2.4255566
3.0808706	3.3957792
2.5207123	4.3660019
3.0808706	5.3362245
2.5207123	6.3064471
3.0808706	7.2766698
2.5207123	8.2468924
3.0808706	9.2171150
2.5207123	10.1873377
3.0808706	11.1575603
2.5207123	12.1277829
3.0808706	13.0980056
2.5207123	14.0682282
3.0808706	15.0384508
3.6410289	0.4851113
4.2011872	1.4553340
3.6410289	2.4255566
4.2011872	3.3957792
3.6410289	4.3660019
4.2011872	5.3362245
3.6410289	6.3064471
4.2011872	7.2766698
3.6410289	8.2468924
4.2011872	9.2171150
3.6410289	10.1873377
4.2011872	11.1575603
3.6410289	12.1277829
4.2011872	13.0980056
3.6410289	14.0682282
4.2011872	15.0384508
4.7613455	0.4851113
5.3215038	1.4553340
4.7613455	2.4255566
5.3215038	3.3957792
4.7613455	4.3660019
5.3215038	5.3362245
4.7613455	6.3064471
5.3215038	7.2766698
4.7613455	8.2468924
5.3215038	9.2171150
4.7613455	10.1873377
5.3215038	11.1575603
4.7613455	12.1277829
5.3215038	13.0980056
4.7613455	14.0682282
5.3215038	15.0384508
5.8816621	0.4851113
6.4418204	1.4553340
5.8816621	2.4255566
6.4418204	3.3957792
5.8816621	4.3660019
6.4418204	5.3362245
5.8816621	6.3064471
6.4418204	7.2766698
5.8816621	8.2468924
6.4418204	9.2171150
5.8816621	10.1873377
6.4418204	11.1575603
5.8816621	12.1277829
6.4418204	13.0980056
5.8816621	14.0682282
6.4418204	15.0384508
7.0019787	0.4851113
7.5621370	1.4553340
7.0019787	2.4255566
7.5621370	3.3957792
7.0019787	4.3660019
7.5621370	5.3362245
7.0019787	6.3064471
7.5621370	7.2766698
7.0019787	8.2468924
7.5621370	9.2171150
7.0019787	10.1873377
7.5621370	11.1575603
7.0019787	12.1277829
7.5621370	13.0980056
7.0019787	14.0682282
7.5621370	15.0384508
8.1222953	0.4851113
8.6824536	1.4553340
8.1222953	2.4255566
8.6824536	3.3957792
8.1222953	4.3660019
8.6824536	5.3362245
8.1222953	6.3064471
8.6824536	7.2766698
8.1222953	8.2468924
8.6824536	9.2171150
8.1222953	10.1873377
8.6824536	11.1575603
8.1222953	12.1277829
8.6824536	13.0980056
8.1222953	14.0682282
8.6824536	15.0384508
9.2426119	0.4851113
9.8027702	1.4553340
9.2426119	2.4255566
9.8027702	3.3957792
9.2426119	4.3660019
9.8027702	5.3362245
9.2426119	6.3064471
9.8027702	7.2766698
9.2426119	8.2468924
9.8027702	9.2171150
9.2426119	10.1873377
9.8027702	11.1575603
9.2426119	12.1277829
9.8027702	13.0980056
9.2426119	14.0682282
9.8027702	15.0384508
10.3629285	0.4851113
10.9230868	1.4553340
10.3629285	2.4255566
10.9230868	3.3957792
10.3629285	4.3660019
10.9230868	5.3362245
10.3629285	6.3064471
10.9230868	7.2766698
10.3629285	8.2468924
10.9230868	9.2171150
10.3629285	10.1873377
10.9230868	11.1575603
10.3629285	12.1277829
10.9230868	13.0980056
10.3629285	14.0682282
10.9230868	15.0384508
11.4832451	0.4851113
12.0434034	1.4553340
11.4832451	2.4255566
12.0434034	3.3957792
11.4832451	4.3660019
12.0434034	5.3362245
11.4832451	6.3064471
12.0434034	7.2766698
11.4832451	8.2468924
12.0434034	9.2171150
11.4832451	10.1873377
12.0434034	11.1575603
11.4832451	12.1277829
12.0434034	13.0980056
11.4832451	14.0682282
12.0434034	15.0384508
12.6035617	0.4851113
13.1637200	1.4553340
12.6035617	2.4255566
13.1637200	3.3957792
12.6035617	4.3660019
13.1637200	5.3362245
12.6035617	6.3064471
13.1637200	7.2766698
12.6035617	8.2468924
13.1637200	9.2171150
12.6035617	10.1873377
13.1637200	11.1575603
12.6035617	12.1277829
13.1637200	13.0980056
12.6035617	14.0682282
13.1637200	15.0384508
13.7238783	0.4851113
14.2840366	1.4553340
13.7238783	2.4255566
14.2840366	3.3957792
13.7238783	4.3660019
14.2840366	5.3362245
13.7238783	6.3064471
14.2840366	7.2766698
13.7238783	8.2468924
14.2840366	9.2171150
13.7238783	10.1873377
14.2840366	11.1575603
13.7238783	12.1277829
14.2840366	13.0980056
13.7238783	14.0682282
14.2840366	15.0384508
14.8441949	0.4851113
15.4043532	1.4553340
14.8441949	2.4255566
15.4043532	3.3957792
14.8441949	4.3660019
15.4043532	5.3362245
14.8441949	6.3064471
15.4043532	7.2766698
14.8441949	8.2468924
15.4043532	9.2171150
14.8441949	10.1873377
15.4043532	11.1575603
14.8441949	12.1277829
15.4043532	13.0980056
14.8441949	14.0682282
15.4043532	15.0384508

