# i - j - type - ib
 27   1 -1 3082
 28  10 +1 3082
 30  47 +1 3082
 32  19 -1 3082
 54  54 -1 3082
 62  49 +1 3082
 11  46 -1 3083
 27   1 -1 3083
 28  10 +1 3083
 30  47 +1 3083
 32  17 -1 3083
 32  18 +1 3083
 32  19 -1 3083
 37   1 +1 3083
 54  53 -1 3083
 62  49 +1 3083
 11  46 -1 3084
 28  10 +1 3084
 30  48 +1 3084
 32  18 -1 3084
 54  53 -1 3084
 63  48 +1 3084
 11  46 -1 3085
 28  10 +1 3085
 28  63 -1 3085
 30  47 +1 3085
 32  17 -1 3085
 38   1 +1 3085
 54  53 -1 3085
 63  47 +1 3085
 11  46 -1 3086
 27  63 -1 3086
 28  11 +1 3086
 30  47 +1 3086
 32  17 -1 3086
 38   1 +1 3086
 54  53 -1 3086
 62  47 +1 3086
 11  46 -1 3087
 27  63 -1 3087
 28  11 +1 3087
 30  46 +1 3087
 32  17 -1 3087
 38   2 +1 3087
 55  53 -1 3087
 62  47 +1 3087
 11  46 -1 3088
 28  11 +1 3088
 30  46 +1 3088
 32  17 -1 3088
 54  53 -1 3088
 62  47 +1 3088
 10  46 -1 3089
 28  11 +1 3089
 30  45 +1 3089
 32  18 -1 3089
 38   1 +1 3089
 54  53 -1 3089
 62  48 +1 3089
 10  46 -1 3090
 29  10 +1 3090
 30  46 +1 3090
 32  18 -1 3090
 55  53 -1 3090
 62  48 +1 3090
 10  46 -1 3091
 29  10 +1 3091
 30  45 +1 3091
 32  18 -1 3091
 37   1 -1 3091
 37   2 +1 3091
 54  53 -1 3091
 62  47 +1 3091
 10  46 -1 3092
 29  10 +1 3092
 29  46 +1 3092
 32  18 -1 3092
 37   1 +1 3092
 54  53 -1 3092
 62  48 +1 3092
  9  46 -1 3093
 29  10 +1 3093
 29  46 +1 3093
 31  19 -1 3093
 37   1 +1 3093
 54  53 -1 3093
 62  47 +1 3093
  9  46 -1 3094
 28  46 +1 3094
 29  10 +1 3094
 31  18 -1 3094
 37   1 +1 3094
 53  53 -1 3094
 62  48 +1 3094
 10  46 -1 3095
 29  10 +1 3095
 30  46 +1 3095
 31  18 -1 3095
 37   1 +1 3095
 53  52 -1 3095
 62  47 +1 3095
  9  46 -1 3096
 29  10 +1 3096
 29  18 -1 3096
 30  46 +1 3096
 37   1 +1 3096
 52  52 -1 3096
 62  47 +1 3096
 10  46 -1 3097
 29  10 +1 3097
 30  19 -1 3097
 30  46 +1 3097
 52  52 -1 3097
 62  48 +1 3097
  9  47 -1 3098
 29  10 +1 3098
 30  19 -1 3098
 30  45 +1 3098
 53  52 -1 3098
 62  48 +1 3098
 10  46 -1 3099
 28  10 +1 3099
 29  19 -1 3099
 29  45 +1 3099
 30  19 +1 3099
 31  19 -1 3099
 53  51 -1 3099
 63  47 +1 3099
 10  46 -1 3100
 28  10 +1 3100
 28  63 -1 3100
 29  46 +1 3100
 30  19 -1 3100
 54  53 -1 3100
 63  47 +1 3100
 10  46 -1 3101
 28  10 +1 3101
 28  63 -1 3101
 29  46 +1 3101
 31  18 -1 3101
 53  53 -1 3101
 63  47 +1 3101
 10  46 -1 3102
 27  63 -1 3102
 28  10 +1 3102
 29  46 +1 3102
 31  19 -1 3102
 52  52 -1 3102
 63  47 +1 3102
  9  45 -1 3103
 27  10 +1 3103
 29  46 +1 3103
 30  18 -1 3103
 52  52 -1 3103
 63  46 +1 3103
  9  46 -1 3104
 27  10 +1 3104
 29  46 +1 3104
 30  18 -1 3104
 37   1 +1 3104
 52  52 -1 3104
  9  46 -1 3105
 20  22 -1 3105
 21  22 +1 3105
 27  10 +1 3105
 29  46 +1 3105
 30  18 -1 3105
 36   1 +1 3105
 53  52 -1 3105
 63  47 +1 3105
  9  45 -1 3106
 27  11 +1 3106
 29  46 +1 3106
 29  63 -1 3106
 31  18 -1 3106
 37  63 +1 3106
 46  14 -1 3106
 46  15 +1 3106
 52  52 -1 3106
 53  52 +1 3106
 54  52 -1 3106
 63  48 +1 3106
  9  46 -1 3107
 28  10 +1 3107
 29  48 +1 3107
 31  18 -1 3107
 53  52 -1 3107
 63  48 +1 3107
 10  46 -1 3108
 28  10 +1 3108
 29  48 +1 3108
 31  18 -1 3108
 37  63 +1 3108
 53  52 -1 3108
 63  48 +1 3108
 11  46 -1 3109
 28  10 +1 3109
 29  49 +1 3109
 31  16 -1 3109
 53  54 -1 3109
 63  47 +1 3109
  9  47 -1 3110
 27  10 +1 3110
 29  49 +1 3110
 31  16 -1 3110
 53  54 -1 3110
 63  47 +1 3110
  9  47 -1 3111
 27  11 +1 3111
 29  48 +1 3111
 31  17 -1 3111
 53  54 -1 3111
 63  47 +1 3111
  9  47 -1 3112
 27  11 +1 3112
 28   1 -1 3112
 29  47 +1 3112
 30  16 -1 3112
 52  53 -1 3112
 62  47 +1 3112
 63  47 -1 3112
  9  46 -1 3113
 28  11 +1 3113
 29  48 +1 3113
 30  16 -1 3113
 53  53 -1 3113
 62  47 +1 3113
  9  46 -1 3114
 27  11 +1 3114
 29  48 +1 3114
 30  15 -1 3114
 52  53 -1 3114
 63  47 +1 3114
  8  46 -1 3115
  9  46 +1 3115
  9  48 -1 3115
 27  12 +1 3115
 29  48 +1 3115
 30  16 -1 3115
 38  63 +1 3115
 52  55 -1 3115
 63  47 +1 3115
  9  47 -1 3116
 17  27 +1 3116
 17  28 -1 3116
 28  12 +1 3116
 28  48 +1 3116
 30  16 -1 3116
 52  55 -1 3116
 63  47 +1 3116
  9  47 -1 3117
 28  48 +1 3117
 29  11 +1 3117
 30  15 -1 3117
 52  55 -1 3117
 63  47 +1 3117
  9  47 -1 3118
 28  12 +1 3118
 28  48 +1 3118
 29  15 -1 3118
 39   1 +1 3118
 52  54 -1 3118
 63  47 +1 3118
  9  47 -1 3119
 28  12 +1 3119
 28  49 +1 3119
 30  16 -1 3119
 38   1 +1 3119
 52  53 -1 3119
 63  47 +1 3119
  9  47 -1 3120
 27  49 +1 3120
 28  12 +1 3120
 30  15 -1 3120
 34  24 +1 3120
 35  25 -1 3120
 52  53 -1 3120
 63  47 +1 3120
  8  48 -1 3121
 27  49 +1 3121
 28  12 +1 3121
 30  16 -1 3121
 51  53 -1 3121
 63  47 +1 3121
  8  48 -1 3122
 27  49 +1 3122
 28  12 +1 3122
 29  17 -1 3122
 52  52 -1 3122
 63  47 +1 3122
  9  48 -1 3123
 27  49 +1 3123
 28  12 +1 3123
 29  16 -1 3123
 52  53 -1 3123
 63  47 +1 3123
 10  48 -1 3124
 28   1 -1 3124
 28  12 +1 3124
 28  49 +1 3124
 30  15 -1 3124
 53  53 -1 3124
  9  47 -1 3125
 28   1 -1 3125
 28  12 +1 3125
 29  16 -1 3125
 29  49 +1 3125
 38  63 +1 3125
 53  53 -1 3125
  9  48 -1 3126
 28   1 +1 3126
 28   2 -1 3126
 28  12 +1 3126
 29  17 -1 3126
 29  48 +1 3126
 52  53 -1 3126
 63  47 +1 3126
  9  48 -1 3127
 28  13 +1 3127
 29  48 +1 3127
 30  16 -1 3127
 51  53 -1 3127
 63  47 +1 3127
  9  47 -1 3128
 28  11 +1 3128
 28  48 +1 3128
 30  16 -1 3128
 51  53 -1 3128
  9  47 -1 3129
 27  48 +1 3129
 28  13 +1 3129
 28  48 -1 3129
 29  16 -1 3129
 29  48 +1 3129
 37  63 +1 3129
 52  53 -1 3129
 63  46 +1 3129
  9  47 -1 3130
 27  48 +1 3130
 28  11 +1 3130
 28  12 -1 3130
 28  13 +1 3130
 28  17 -1 3130
 37  63 +1 3130
 53  53 -1 3130
 63  46 +1 3130
  9  47 -1 3131
 27  48 +1 3131
 28  10 +1 3131
 28  16 -1 3131
 38  63 +1 3131
 53  53 -1 3131
 63  46 +1 3131
  9  47 -1 3132
 26  48 +1 3132
 28   1 -1 3132
 29   9 +1 3132
 30  16 -1 3132
 37  63 +1 3132
 53  53 -1 3132
  7  47 -1 3133
  8  47 +1 3133
  9  47 -1 3133
 27  49 +1 3133
 28   1 -1 3133
 28  10 +1 3133
 29  15 -1 3133
 37  63 +1 3133
 53  52 -1 3133
 10  47 -1 3134
 27  49 +1 3134
 28   1 -1 3134
 28  10 +1 3134
 30  16 -1 3134
 53  52 -1 3134
 10  47 -1 3135
 27   9 +1 3135
 27  49 +1 3135
 29  15 -1 3135
 53  52 -1 3135
 10  47 -1 3136
 27  10 +1 3136
 27  49 +1 3136
 29  15 -1 3136
 52  52 -1 3136
 63  46 +1 3136
 10  46 -1 3137
 27  49 +1 3137
 28  10 +1 3137
 29  15 -1 3137
 52  52 -1 3137
 10  46 -1 3138
 28   1 -1 3138
 28  10 +1 3138
 28  49 +1 3138
 29  15 -1 3138
 52  53 -1 3138
 10  47 -1 3139
 27   1 -1 3139
 28  11 +1 3139
 28  49 +1 3139
 29  15 -1 3139
 52  53 -1 3139
 10  47 -1 3140
 27   1 -1 3140
 28  11 +1 3140
 28  48 +1 3140
 29  15 -1 3140
 51  53 -1 3140
 10  47 -1 3141
 27   1 -1 3141
 28  12 +1 3141
 28  49 +1 3141
 29  15 -1 3141
 37  63 +1 3141
 51  53 -1 3141
  1  48 +1 3142
 10  48 -1 3142
 28   1 -1 3142
 28  12 +1 3142
 28  49 +1 3142
 29  14 -1 3142
 38  63 +1 3142
 53  53 -1 3142
 10  47 -1 3143
 27   1 -1 3143
 28  12 +1 3143
 28  49 +1 3143
 29  14 -1 3143
 38  63 +1 3143
 52  53 -1 3143
 10  46 -1 3144
 27   1 -1 3144
 28  12 +1 3144
 28  48 +1 3144
 30  13 -1 3144
 38  63 +1 3144
 52  53 -1 3144
  9  47 -1 3145
 27   1 -1 3145
 28  49 +1 3145
 52  53 -1 3145
  9  47 -1 3146
 29  49 +1 3146
 52  53 -1 3146
 10  47 -1 3147
 28   1 -1 3147
 28  49 +1 3147
 52  52 -1 3147
  8  47 -1 3148
 28  49 +1 3148
 52  53 -1 3148
  1  49 +1 3149
  8  47 -1 3149
 27   1 -1 3149
 27  49 +1 3149
 51  53 -1 3149
  1  49 +1 3150
  7  47 -1 3150
 27   1 -1 3150
 27  49 +1 3150
 51  53 -1 3150
  8  47 -1 3151
 27   1 -1 3151
 27  49 +1 3151
 51  52 -1 3151
 10  46 -1 3152
 26   1 -1 3152
 27  49 +1 3152
 51  52 -1 3152
  8  46 -1 3153
  9  46 +1 3153
 10  46 -1 3153
 26   1 -1 3153
 28  49 +1 3153
 37  63 +1 3153
 51  52 -1 3153
  1  49 +1 3154
  8  46 -1 3154
 26   1 -1 3154
 28  50 +1 3154
 37  63 +1 3154
 52  51 -1 3154
  8  46 -1 3155
 26   2 -1 3155
 28  51 +1 3155
 36  63 +1 3155
 52  51 -1 3155
  8  45 -1 3156
 27   2 -1 3156
 28  50 +1 3156
 36  63 +1 3156
 53  51 -1 3156
  9  46 -1 3157
 26  50 +1 3157
 27   2 -1 3157
 52  51 -1 3157
 63  50 +1 3157
  8  47 -1 3158
 27   1 -1 3158
 27  50 +1 3158
 52  51 -1 3158
 63  50 +1 3158
  8  46 -1 3159
 26  50 +1 3159
 27   1 -1 3159
 36  63 +1 3159
 52  51 -1 3159
 63  50 +1 3159
  9  47 -1 3160
 26   1 -1 3160
 26  50 +1 3160
 36  63 +1 3160
 52  51 -1 3160
 63  50 +1 3160
 10  46 -1 3161
 26   1 -1 3161
 27  50 +1 3161
 36  63 +1 3161
 53  52 -1 3161
  9  46 -1 3162
 26   2 -1 3162
 27  50 +1 3162
 37  63 +1 3162
 53  51 -1 3162
 63  50 +1 3162
  8  47 -1 3163
 26   2 -1 3163
 26  50 +1 3163
 36  63 +1 3163
 53  51 -1 3163
  7  47 -1 3164
 26  50 +1 3164
 27   3 -1 3164
 36  63 +1 3164
 53  51 -1 3164
  8  46 -1 3165
 26  50 +1 3165
 27   2 -1 3165
 37  63 +1 3165
 54  51 -1 3165
  9  47 -1 3166
 26  50 +1 3166
 27   2 -1 3166
 37  63 +1 3166
 53  51 -1 3166
  8  47 -1 3167
 27   2 -1 3167
 27  50 +1 3167
 37  63 +1 3167
 54  51 -1 3167
  7  47 -1 3168
 26  50 +1 3168
 27   2 -1 3168
 38  63 +1 3168
 54  51 -1 3168
 63  49 +1 3168
  6  47 -1 3169
 26  51 +1 3169
 27   2 -1 3169
 54  51 -1 3169
 63  50 +1 3169
  5  47 -1 3170
 26  51 +1 3170
 27   2 -1 3170
 54  51 -1 3170
 62  50 +1 3170
  6  47 -1 3171
 26  50 +1 3171
 28   2 -1 3171
 54  51 -1 3171
 63  50 +1 3171
  5  47 -1 3172
 26   2 -1 3172
 26  52 +1 3172
 27   2 +1 3172
 28   2 -1 3172
 54  51 -1 3172
 63  50 +1 3172
  5  46 -1 3173
 26   2 -1 3173
 26  53 +1 3173
 54  52 -1 3173
 63  49 +1 3173
  5  47 -1 3174
  7  63 +1 3174
  8  63 -1 3174
 27   2 -1 3174
 27  52 +1 3174
 54  52 -1 3174
  5  48 -1 3175
 27   3 -1 3175
 27  53 +1 3175
 37  63 +1 3175
 54  51 -1 3175
  4  47 -1 3176
 27  53 +1 3176
 28   3 -1 3176
 37  63 +1 3176
 54  50 -1 3176
  5  47 -1 3177
 28   3 -1 3177
 28  53 +1 3177
 37  63 +1 3177
 55  51 -1 3177
  5  47 -1 3178
 27  52 +1 3178
 28   3 -1 3178
 37  63 +1 3178
 54  52 -1 3178
  1  49 +1 3179
  5  47 -1 3179
 27  52 +1 3179
 28   3 -1 3179
 38  63 +1 3179
 54  52 -1 3179
  4  47 -1 3180
 27  52 +1 3180
 28   3 -1 3180
 38  63 +1 3180
 54  52 -1 3180
  1  48 +1 3181
  5  47 -1 3181
 27  52 +1 3181
 28   3 -1 3181
 38  63 +1 3181
 54  51 -1 3181
  1  49 +1 3182
  4  47 -1 3182
 27  51 +1 3182
 28   2 -1 3182
 37  63 +1 3182
 54  51 -1 3182
  4  47 -1 3183
 28   2 -1 3183
 29  53 +1 3183
 37  63 +1 3183
 54  51 -1 3183
  4  48 -1 3184
 28   2 -1 3184
 28  52 +1 3184
 38  63 +1 3184
 53  52 -1 3184
  4  47 -1 3185
 28   2 -1 3185
 28  52 +1 3185
 37  63 +1 3185
 53  52 -1 3185
  4  47 -1 3186
 28   1 -1 3186
 28  52 +1 3186
 38  63 +1 3186
 54  51 -1 3186
  3  48 -1 3187
 28   1 -1 3187
 28  52 +1 3187
 38  63 +1 3187
 54  51 -1 3187
  3  48 -1 3188
 28  51 +1 3188
 29   2 -1 3188
 38  63 +1 3188
 54  51 -1 3188
 63  48 +1 3188
  4  48 -1 3189
 28  51 +1 3189
 29   2 -1 3189
 38  63 +1 3189
 54  51 -1 3189
  3  48 -1 3190
 28  51 +1 3190
 30   3 -1 3190
 54  51 -1 3190
  3  47 -1 3191
 28  51 +1 3191
 29   3 -1 3191
 53  52 -1 3191
  1  47 +1 3192
  3  47 -1 3192
 29   3 -1 3192
 29  52 +1 3192
 54  51 -1 3192
  1  47 +1 3193
  3  47 -1 3193
 28  52 +1 3193
 29   3 -1 3193
 54  51 -1 3193
  1  47 +1 3194
  3  47 -1 3194
 28  52 +1 3194
 29   3 -1 3194
 54  51 -1 3194
  3  47 -1 3195
 28  52 +1 3195
 29   3 -1 3195
 38  63 +1 3195
 54  51 -1 3195
  2  47 -1 3196
 29  52 +1 3196
 30   2 -1 3196
 38  63 +1 3196
 55  51 -1 3196
 29   2 -1 3197
 29  53 +1 3197
 54  52 -1 3197
 29  53 +1 3198
 30   2 -1 3198
 54  52 -1 3198
 29  52 +1 3199
 30   2 -1 3199
 54  52 -1 3199
 29  52 +1 3200
 30   1 -1 3200
 54  53 -1 3200
 29  53 +1 3201
 30   1 -1 3201
 53  53 -1 3201
 29   1 -1 3202
 29  52 +1 3202
 53  53 -1 3202
 28  53 +1 3203
 30   1 -1 3203
 53  53 -1 3203
 28  53 +1 3204
 30   1 -1 3204
 53  53 -1 3204
 27  52 +1 3205
 30   1 -1 3205
 53  53 -1 3205
 27  52 +1 3206
 30   1 -1 3206
 36   1 +1 3206
 53  53 -1 3206
 27  52 +1 3207
 30   1 -1 3207
 36   1 +1 3207
 53  53 -1 3207
 27  51 +1 3208
 30   1 -1 3208
 53  52 -1 3208
 27  53 +1 3209
 30   1 -1 3209
 36  63 +1 3209
 53  52 -1 3209
 27  53 +1 3210
 30   1 -1 3210
 52  53 -1 3210
 26  53 +1 3211
 30   1 -1 3211
 54  53 -1 3211
 27  52 +1 3212
 29   1 -1 3212
 37  63 +1 3212
 53  54 -1 3212
 26  53 +1 3213
 29   1 -1 3213
 37  63 +1 3213
 53  52 -1 3213
 26  53 +1 3214
 29   1 -1 3214
 36  63 +1 3214
 53  53 -1 3214
 26  53 +1 3215
 29   1 -1 3215
 36  62 +1 3215
 53  53 -1 3215
 26  53 +1 3216
 30   1 -1 3216
 37  63 +1 3216
 53  53 -1 3216
 27  53 +1 3217
 37  63 +1 3217
 53  52 -1 3217
 28  53 +1 3218
 53  53 -1 3218
 28  53 +1 3219
 29   1 -1 3219
 37  62 +1 3219
 53  53 -1 3219
 28   1 -1 3220
 29  53 +1 3220
 38  63 +1 3220
 53  53 -1 3220
 28   1 -1 3221
 28  53 +1 3221
 38  63 +1 3221
 54  52 -1 3221
 28  53 +1 3222
 29   1 -1 3222
 39  63 +1 3222
 54  52 -1 3222
 28  53 +1 3223
 39  63 +1 3223
 54  53 -1 3223
 28  54 +1 3224
 29   2 -1 3224
 40  63 +1 3224
 54  52 -1 3224
 28   2 -1 3225
 28  54 +1 3225
 40  63 +1 3225
 54  52 -1 3225
 28   1 +1 3226
 28   2 -1 3226
 28  63 -1 3226
 29  54 +1 3226
 39  62 +1 3226
 53  52 -1 3226
 28   1 -1 3227
 29  53 +1 3227
 40  62 +1 3227
 53  51 -1 3227
 29  53 +1 3228
 39  63 +1 3228
 53  52 -1 3228
 29  53 +1 3229
 29  63 -1 3229
 39  62 +1 3229
 53  52 -1 3229
 29  63 -1 3230
 31  53 +1 3230
 39  62 +1 3230
 53  52 -1 3230
 29  63 -1 3231
 30  54 +1 3231
 39  63 +1 3231
 53  52 -1 3231
 29  63 -1 3232
 30  54 +1 3232
 39  63 +1 3232
 53  52 -1 3232
 29  54 +1 3233
 39  63 +1 3233
 53  52 -1 3233
 29  55 +1 3234
 39  63 +1 3234
 53  52 -1 3234
 29  54 +1 3235
 39  63 +1 3235
 53  52 -1 3235
 29  54 +1 3236
 39  63 +1 3236
 52  52 -1 3236
 29  54 +1 3237
 40  63 +1 3237
 52  52 -1 3237
 28   1 -1 3238
 29  54 +1 3238
 39  62 +1 3238
 53  52 -1 3238
 28   1 -1 3239
 29  54 +1 3239
 40  63 +1 3239
 53  53 -1 3239
 27  54 +1 3240
 29   1 -1 3240
 40  63 +1 3240
 52  52 -1 3240
 28  53 +1 3241
 40  63 +1 3241
 52  52 -1 3241
 28  54 +1 3242
 30   1 -1 3242
 40  63 +1 3242
 52  52 -1 3242
 28  54 +1 3243
 30   2 -1 3243
 52  52 -1 3243
 29   1 -1 3244
 29  54 +1 3244
 52  52 -1 3244
 28  54 +1 3245
 29   1 -1 3245
 41  63 +1 3245
 51  53 -1 3245
 29   2 -1 3246
 29  54 +1 3246
 41  62 +1 3246
 51  53 -1 3246
 28   2 -1 3247
 29  54 +1 3247
 41  62 +1 3247
 52  53 -1 3247
 28   2 -1 3248
 29  54 +1 3248
 41  62 +1 3248
 51  53 -1 3248
 28   2 -1 3249
 29  55 +1 3249
 41  62 +1 3249
 51  53 -1 3249
 28   3 -1 3250
 29  54 +1 3250
 41  62 +1 3250
 51  53 -1 3250
 28   3 -1 3251
 29  54 +1 3251
 41  62 +1 3251
 51  54 -1 3251
 28   3 -1 3252
 29  54 +1 3252
 41  62 +1 3252
 51  53 -1 3252
 28   4 -1 3253
 29  54 +1 3253
 41  62 +1 3253
 50  52 -1 3253
 28   4 -1 3254
 29  53 +1 3254
 41  62 +1 3254
 51  53 -1 3254
 28   4 -1 3255
 29  53 +1 3255
 41  62 +1 3255
 50  52 -1 3255
 50  53 +1 3255
 51  53 -1 3255
 29   3 -1 3256
 29  53 +1 3256
 41  62 +1 3256
 51  53 -1 3256
 29  53 +1 3257
 30   3 -1 3257
 42  62 +1 3257
 51  52 -1 3257
 28   3 -1 3258
 29  54 +1 3258
 41  62 +1 3258
 50  52 -1 3258
 29   3 -1 3259
 29  53 +1 3259
