# ib - <E>b - <E> - sigma_E - T
  1001    -0.07838585    -0.07838585     0.00000000 10.0
  1002    -0.08733119    -0.08285852     0.00316265 10.0
  1003    -0.08292299    -0.08288001     0.00210851 10.0
  1004    -0.12158744    -0.09255687     0.00852830 10.0
  1005    -0.09649665    -0.09334482     0.00685895 10.0
  1006    -0.09021807    -0.09282370     0.00573555 10.0
  1007    -0.09462025    -0.09308035     0.00492193 10.0
  1008    -0.08461333    -0.09202197     0.00441901 10.0
  1009    -0.10700038    -0.09368624     0.00422981 10.0
  1010    -0.12621754    -0.09693937     0.00490067 10.0
  1011    -0.10897723    -0.09803372     0.00457571 10.0
  1012    -0.06016417    -0.09487792     0.00516934 10.0
  1013    -0.08068934    -0.09378649     0.00488556 10.0
  1014    -0.08689792    -0.09329445     0.00456130 10.0
  1015    -0.09350214    -0.09330830     0.00425724 10.0
  1016    -0.10834308    -0.09424797     0.00409355 10.0
  1017    -0.11984134    -0.09575347     0.00412030 10.0
  1018    -0.14753397    -0.09863016     0.00479151 10.0
  1019    -0.04960390    -0.09604983     0.00518779 10.0
  1020    -0.10984873    -0.09673978     0.00497407 10.0
  1021    -0.01420523    -0.09280956     0.00609526 10.0
  1022    -0.10006625    -0.09313941     0.00582712 10.0
  1023    -0.12594437    -0.09456571     0.00574568 10.0
  1024    -0.14013592    -0.09646447     0.00581155 10.0
  1025    -0.09756659    -0.09650856     0.00557925 10.0
  1026    -0.12209061    -0.09749248     0.00545074 10.0
  1027    -0.11406210    -0.09810617     0.00528329 10.0
  1028    -0.11718036    -0.09878739     0.00513833 10.0
  1029    -0.05534212    -0.09728928     0.00517493 10.0
  1030    -0.11426440    -0.09785512     0.00503328 10.0
  1031    -0.07590243    -0.09714696     0.00492048 10.0
  1032    -0.11215468    -0.09761596     0.00478901 10.0
  1033    -0.04684304    -0.09607738     0.00488479 10.0
  1034    -0.14325159    -0.09746486     0.00493424 10.0
  1035    -0.07247471    -0.09675085     0.00484464 10.0
  1036    -0.08672918    -0.09647247     0.00471806 10.0
  1037    -0.07464608    -0.09588257     0.00462728 10.0
  1038    -0.11298142    -0.09633254     0.00452733 10.0
  1039    -0.13592902    -0.09734784     0.00452366 10.0
  1040    -0.11313088    -0.09774241     0.00442774 10.0
  1041    -0.12000160    -0.09828532     0.00435290 10.0
  1042    -0.08260105    -0.09791188     0.00426525 10.0
  1043    -0.12957309    -0.09864819     0.00422914 10.0
  1044    -0.11069502    -0.09892198     0.00414187 10.0
  1045    -0.07515196    -0.09839376     0.00408338 10.0
  1046    -0.13699214    -0.09923286     0.00407991 10.0
  1047    -0.04128305    -0.09799988     0.00417525 10.0
  1048    -0.10368669    -0.09811836     0.00408995 10.0
  1049    -0.09374461    -0.09802910     0.00400746 10.0
  1050    -0.09267680    -0.09792205     0.00392874 10.0
  1051    -0.16369447    -0.09921171     0.00405786 10.0
  1052    -0.12672069    -0.09974072     0.00401416 10.0
  1053    -0.09777362    -0.09970361     0.00393859 10.0
  1054    -0.09356092    -0.09958986     0.00386730 10.0
  1055    -0.15459425    -0.10058994     0.00392416 10.0
  1056    -0.08706094    -0.10034835     0.00386152 10.0
  1057    -0.13175117    -0.10089927     0.00383287 10.0
  1058    -0.07245007    -0.10040877     0.00379804 10.0
  1059    -0.11577434    -0.10066920     0.00374259 10.0
  1060    -0.05196870    -0.09985753     0.00376720 10.0
  1061    -0.12296781    -0.10023638     0.00372444 10.0
  1062    -0.08082418    -0.09992328     0.00367751 10.0
  1063    -0.17126343    -0.10105567     0.00378947 10.0
  1064    -0.10817379    -0.10116689     0.00373189 10.0
  1065    -0.09682269    -0.10110005     0.00367507 10.0
  1066    -0.06950859    -0.10062140     0.00365043 10.0
  1067    -0.08852352    -0.10044083     0.00360041 10.0
  1068    -0.09144798    -0.10030858     0.00354989 10.0
  1069    -0.10258229    -0.10034154     0.00349860 10.0
  1070    -0.12790123    -0.10073525     0.00347070 10.0
  1071    -0.11170505    -0.10088975     0.00342525 10.0
  1072    -0.15103774    -0.10158625     0.00344777 10.0
  1073    -0.09944745    -0.10155695     0.00340066 10.0
  1074    -0.09208528    -0.10142896     0.00335711 10.0
  1075    -0.11292392    -0.10158222     0.00331585 10.0
  1076    -0.15921643    -0.10234057     0.00335782 10.0
  1077    -0.11845019    -0.10254978     0.00332072 10.0
  1078    -0.11862570    -0.10275588     0.00328454 10.0
  1079    -0.14032471    -0.10323144     0.00327721 10.0
  1080    -0.18047325    -0.10419696     0.00337548 10.0
  1081    -0.15403530    -0.10481225     0.00338942 10.0
  1082    -0.13308947    -0.10515709     0.00336558 10.0
  1083    -0.09319709    -0.10501300     0.00332811 10.0
  1084    -0.11627639    -0.10514708     0.00329119 10.0
  1085    -0.16927935    -0.10590158     0.00333784 10.0
  1086    -0.12242083    -0.10609367     0.00330455 10.0
  1087    -0.09043422    -0.10591367     0.00327146 10.0
  1088    -0.09188280    -0.10575423     0.00323817 10.0
  1089    -0.10599899    -0.10575698     0.00320179 10.0
  1090    -0.06465081    -0.10530025     0.00319862 10.0
  1091    -0.11089186    -0.10536169     0.00316406 10.0
  1092    -0.11221243    -0.10543616     0.00313055 10.0
  1093    -0.12349101    -0.10563030     0.00310290 10.0
  1094    -0.04547029    -0.10499030     0.00313520 10.0
  1095    -0.09471225    -0.10488211     0.00310406 10.0
  1096    -0.09221785    -0.10475019     0.00307453 10.0
  1097    -0.07503504    -0.10444384     0.00305806 10.0
  1098    -0.11096984    -0.10451044     0.00302758 10.0
  1099    -0.12642583    -0.10473180     0.00300508 10.0
  1100    -0.16416154    -0.10532610     0.00303322 10.0
  1101    -0.07892036    -0.10506466     0.00301444 10.0
  1102    -0.08945288    -0.10491160     0.00298877 10.0
  1103    -0.09838036    -0.10484819     0.00296042 10.0
  1104    -0.13597714    -0.10514751     0.00294705 10.0
  1105    -0.09984727    -0.10509703     0.00291941 10.0
  1106    -0.06375650    -0.10470702     0.00291781 10.0
  1107    -0.10603125    -0.10471940     0.00289056 10.0
  1108    -0.12649987    -0.10492107     0.00287083 10.0
  1109    -0.12369844    -0.10509334     0.00284965 10.0
  1110    -0.12179210    -0.10524515     0.00282779 10.0
  1111    -0.13891036    -0.10554844     0.00281853 10.0
  1112    -0.12091601    -0.10568565     0.00279670 10.0
  1113    -0.10436886    -0.10567400     0.00277198 10.0
  1114    -0.06877851    -0.10535035     0.00276649 10.0
  1115    -0.11357172    -0.10542184     0.00274336 10.0
  1116    -0.03388971    -0.10480518     0.00278815 10.0
  1117    -0.08615556    -0.10464579     0.00276888 10.0
  1118    -0.08791018    -0.10450396     0.00274904 10.0
  1119    -0.15855480    -0.10495817     0.00276321 10.0
  1120    -0.06844959    -0.10465393     0.00275688 10.0
  1121    -0.14043606    -0.10494965     0.00274991 10.0
  1122    -0.15690415    -0.10537551     0.00276015 10.0
  1123    -0.12063387    -0.10549956     0.00274049 10.0
  1124    -0.09598555    -0.10542283     0.00271947 10.0
  1125    -0.12024502    -0.10554141     0.00270029 10.0
  1126    -0.12384954    -0.10568671     0.00268277 10.0
  1127    -0.04856533    -0.10523694     0.00269908 10.0
  1128    -0.09747646    -0.10517631     0.00267868 10.0
  1129    -0.10892816    -0.10520539     0.00265807 10.0
  1130    -0.12391184    -0.10534929     0.00264152 10.0
  1131    -0.05426107    -0.10495930     0.00264998 10.0
  1132    -0.09398293    -0.10487615     0.00263121 10.0
  1133    -0.11542974    -0.10495550     0.00261263 10.0
  1134    -0.09746138    -0.10489957     0.00259373 10.0
  1135    -0.07005853    -0.10464149     0.00258732 10.0
  1136    -0.05003437    -0.10423997     0.00259927 10.0
  1137    -0.08284476    -0.10408380     0.00258498 10.0
  1138    -0.08751256    -0.10396372     0.00256904 10.0
  1139    -0.03140303    -0.10344170     0.00260305 10.0
  1140    -0.07644430    -0.10324886     0.00259159 10.0
  1141    -0.10859685    -0.10328679     0.00257349 10.0
  1142    -0.14216694    -0.10356059     0.00256989 10.0
  1143    -0.17679457    -0.10407272     0.00260245 10.0
  1144    -0.12091228    -0.10418966     0.00258700 10.0
  1145    -0.15816027    -0.10456187     0.00259580 10.0
  1146    -0.08853233    -0.10445208     0.00258034 10.0
  1147    -0.13608027    -0.10466724     0.00257174 10.0
  1148    -0.12582130    -0.10481017     0.00255833 10.0
  1149    -0.10801797    -0.10483170     0.00254125 10.0
  1150    -0.11137576    -0.10487533     0.00252469 10.0
  1151    -0.10574306    -0.10488107     0.00250797 10.0
  1152    -0.14024836    -0.10511375     0.00250224 10.0
  1153    -0.12893843    -0.10526947     0.00249073 10.0
  1154    -0.09031671    -0.10517237     0.00247645 10.0
  1155    -0.10587168    -0.10517688     0.00246047 10.0
  1156    -0.12506012    -0.10530434     0.00244800 10.0
  1157    -0.12838552    -0.10545135     0.00243682 10.0
  1158    -0.04902427    -0.10509422     0.00244743 10.0
  1159    -0.03801586    -0.10467234     0.00246813 10.0
  1160    -0.15971486    -0.10501636     0.00247656 10.0
  1161    -0.06854647    -0.10478984     0.00247151 10.0
  1162    -0.09274347    -0.10471548     0.00245738 10.0
  1163    -0.07168578    -0.10451284     0.00245064 10.0
  1164    -0.09416963    -0.10444977     0.00243651 10.0
  1165    -0.09749055    -0.10440760     0.00242211 10.0
  1166    -0.13400154    -0.10458587     0.00241407 10.0
  1167    -0.08955628    -0.10449588     0.00240129 10.0
  1168    -0.07492714    -0.10431987     0.00239344 10.0
  1169    -0.09067800    -0.10423915     0.00238064 10.0
  1170    -0.02235222    -0.10375746     0.00241487 10.0
  1171    -0.10778434    -0.10378101     0.00240087 10.0
  1172    -0.07812881    -0.10363187     0.00239154 10.0
  1173    -0.08671941    -0.10353411     0.00237971 10.0
  1174    -0.20643572    -0.10412550     0.00243841 10.0
  1175    -0.08227936    -0.10400066     0.00242767 10.0
  1176    -0.09189679    -0.10393189     0.00241485 10.0
  1177    -0.13966835    -0.10413379     0.00240963 10.0
  1178    -0.06253999    -0.10390012     0.00240740 10.0
  1179    -0.12305334    -0.10400712     0.00239633 10.0
  1180    -0.09254256    -0.10394343     0.00238386 10.0
  1181    -0.11985128    -0.10403132     0.00237231 10.0
  1182    -0.15887481    -0.10433266     0.00237833 10.0
  1183    -0.10435548    -0.10433278     0.00236534 10.0
  1184    -0.09980566    -0.10430818     0.00235261 10.0
  1185    -0.11060485    -0.10434221     0.00234014 10.0
  1186    -0.11303456    -0.10438895     0.00232803 10.0
  1187    -0.12360026    -0.10449168     0.00231784 10.0
  1188    -0.09161648    -0.10442320     0.00230652 10.0
  1189    -0.07981084    -0.10429297     0.00229799 10.0
  1190    -0.02079214    -0.10385349     0.00232754 10.0
  1191    -0.08476313    -0.10375354     0.00231750 10.0
  1192    -0.12727945    -0.10387607     0.00230867 10.0
  1193    -0.04645524    -0.10357856     0.00231580 10.0
  1194    -0.12657413    -0.10369709     0.00230689 10.0
  1195    -0.14902466    -0.10392954     0.00230674 10.0
  1196    -0.09662327    -0.10389226     0.00229528 10.0
  1197    -0.12947810    -0.10402214     0.00228730 10.0
  1198    -0.08792429    -0.10394084     0.00227719 10.0
  1199    -0.09981489    -0.10392010     0.00226584 10.0
  1200    -0.08540674    -0.10382754     0.00225640 10.0
  1201    -0.09710734    -0.10379410     0.00224542 10.0
  1202    -0.11959999    -0.10387235     0.00223567 10.0
  1203    -0.08214073    -0.10376530     0.00222722 10.0
  1204    -0.07308251    -0.10361489     0.00222137 10.0
  1205    -0.08563810    -0.10352720     0.00221227 10.0
  1206    -0.09826715    -0.10350167     0.00220168 10.0
  1207    -0.09985560    -0.10348405     0.00219111 10.0
  1208    -0.06920356    -0.10331924     0.00218677 10.0
  1209    -0.11863555    -0.10339253     0.00217753 10.0
  1210    -0.12160448    -0.10347925     0.00216889 10.0
  1211    -0.06671721    -0.10330502     0.00216559 10.0
  1212    -0.07462498    -0.10316974     0.00215960 10.0
  1213    -0.07967298    -0.10305943     0.00215228 10.0
  1214    -0.10015797    -0.10304587     0.00214226 10.0
  1215    -0.11008912    -0.10307863     0.00213255 10.0
  1216    -0.07198792    -0.10293469     0.00212753 10.0
  1217    -0.08614252    -0.10285731     0.00211913 10.0
  1218    -0.12194048    -0.10294484     0.00211122 10.0
  1219    -0.04928986    -0.10269984     0.00211574 10.0
  1220    -0.09251914    -0.10265357     0.00210663 10.0
  1221    -0.09558102    -0.10262156     0.00209734 10.0
  1222    -0.12815937    -0.10273660     0.00209105 10.0
  1223    -0.07773788    -0.10262450     0.00208468 10.0
  1224    -0.05714328    -0.10242146     0.00208523 10.0
  1225    -0.09254913    -0.10237758     0.00207643 10.0
  1226    -0.09494430    -0.10234469     0.00206750 10.0
  1227    -0.08295126    -0.10225926     0.00206016 10.0
  1228    -0.07686872    -0.10214789     0.00205413 10.0
  1229    -0.10685607    -0.10216845     0.00204526 10.0
  1230    -0.08990272    -0.10211512     0.00203706 10.0
  1231    -0.14591558    -0.10230474     0.00203705 10.0
  1232    -0.08319414    -0.10222236     0.00202994 10.0
  1233    -0.10891719    -0.10225110     0.00202143 10.0
  1234    -0.13932893    -0.10240955     0.00201899 10.0
  1235    -0.08420368    -0.10233208     0.00201188 10.0
  1236    -0.13745174    -0.10248089     0.00200885 10.0
  1237    -0.07264186    -0.10235499     0.00200432 10.0
  1238    -0.10824033    -0.10237971     0.00199605 10.0
  1239    -0.03182864    -0.10208452     0.00200941 10.0
  1240    -0.13605015    -0.10222605     0.00200601 10.0
  1241    -0.09459087    -0.10219436     0.00199794 10.0
  1242    -0.06453171    -0.10203873     0.00199574 10.0
  1243    -0.12247767    -0.10212284     0.00198929 10.0
  1244    -0.14533604    -0.10229995     0.00198901 10.0
  1245    -0.07868463    -0.10220356     0.00198323 10.0
