# is - <vortices> - <antivortices> - N_vortices - N_antivortices
   1 0.03363 0.03475 269 278
   2 0.05337 0.04662 427 373
   3 0.01688 0.01713 135 137
   4 0.03637 0.03637 291 291
   5 0.02763 0.02875 221 230
   6 0.11675 0.10462 934 837
   7 0.06187 0.06187 495 495
   8 0.02488 0.02800 199 224
   9 0.03775 0.04362 302 349
  10 0.06850 0.09575 548 766
  11 0.07462 0.07700 597 616
  12 0.05087 0.05075 407 406
  13 0.01800 0.01862 144 149
  14 0.01337 0.01263 107 101
  15 0.11400 0.09763 912 781
  16 0.02113 0.02013 169 161
  17 0.12487 0.12525 999 1002
  18 0.01075 0.01087 86 87
  19 0.13487 0.11750 1079 940
  20 0.01325 0.01325 106 106
  21 0.05688 0.05625 455 450
  22 0.05475 0.05663 438 453
  23 0.05050 0.03812 404 305
  24 0.05500 0.06688 440 535
  25 0.08937 0.08737 715 699
  26 0.03537 0.03662 283 293
  27 0.03225 0.03275 258 262
  28 0.04375 0.04825 350 386
  29 0.09875 0.10212 790 817
  30 0.01625 0.01588 130 127
  31 0.00988 0.01112 79 89
  32 0.04587 0.04150 367 332
  33 0.04750 0.04437 380 355
  34 0.01738 0.01663 139 133
  35 0.05187 0.05137 415 411
  36 0.04850 0.04425 388 354
  37 0.00588 0.00588 47 47
  38 0.01213 0.01713 97 137
  39 0.17763 0.18425 1421 1474
  40 0.01650 0.01638 132 131
  41 0.03750 0.04063 300 325
  42 0.05250 0.05462 420 437
  43 0.02212 0.02937 177 235
  44 0.05813 0.05125 465 410
  45 0.02312 0.02063 185 165
  46 0.08163 0.08925 653 714
  47 0.01650 0.01512 132 121
  48 0.00675 0.00675 54 54
  49 0.00550 0.00550 44 44
  50 0.01188 0.01087 95 87
  51 0.05237 0.04375 419 350
  52 0.03500 0.03375 280 270
  53 0.02287 0.02187 183 175
  54 0.02850 0.02388 228 191
  55 0.01925 0.01912 154 153
  56 0.01375 0.01388 110 111
  57 0.00900 0.00912 72 73
  58 0.04525 0.04625 362 370
  59 0.05688 0.06300 455 504
  60 0.01388 0.01375 111 110
  61 0.02275 0.01988 182 159
  62 0.07162 0.07525 573 602
  63 0.01887 0.01738 151 139
  64 0.00838 0.00875 67 70
  65 0.01312 0.01175 105 94
  66 0.15138 0.14875 1211 1190
  67 0.02775 0.02575 222 206
  68 0.05275 0.06037 422 483
  69 0.04050 0.03775 324 302
  70 0.02450 0.02838 196 227
  71 0.01937 0.01862 155 149
  72 0.14875 0.17625 1190 1410
  73 0.02150 0.02687 172 215
  74 0.02662 0.02788 213 223
  75 0.03662 0.03800 293 304
  76 0.05050 0.04288 404 343
  77 0.06363 0.06137 509 491
  78 0.02438 0.02587 195 207
  79 0.06463 0.06087 517 487
  80 0.01837 0.01887 147 151
  81 0.07325 0.07100 586 568
  82 0.04587 0.04650 367 372
  83 0.05575 0.05513 446 441
  84 0.02875 0.02888 230 231
  85 0.08313 0.08100 665 648
  86 0.02987 0.02800 239 224
  87 0.01275 0.01287 102 103
  88 0.02850 0.02913 228 233
  89 0.07712 0.07712 617 617
  90 0.02675 0.02838 214 227
  91 0.09275 0.09763 742 781
  92 0.07062 0.07487 565 599
  93 0.06325 0.06237 506 499
  94 0.00550 0.00513 44 41
  95 0.02300 0.02013 184 161
  96 0.03575 0.03700 286 296
  97 0.03125 0.03700 250 296
  98 0.01325 0.01362 106 109
  99 0.02013 0.01988 161 159
 100 0.05550 0.05650 444 452
