#T - C - x - E - M
 1.0     0.024705581     0.001643816      -1.9969852       0.9992321
 1.2     0.066594628     0.005834802      -1.9886815       0.9970474
 1.4     0.148433702    10.274610377      -1.9673763      -0.2912398
 1.6     0.268634163     9.499491035      -1.9266760      -0.1132804
 1.8     0.426745283     8.108604016      -1.8602240      -0.1209494
 2.0     0.606494652     6.820557267      -1.7536520       0.1244155
 2.2     0.755033200     5.745841277      -1.6167412      -0.0228766
 2.4     0.808582617     4.704864573      -1.4674480      -0.0112028
 2.6     0.794627553     3.707429002      -1.2894095       0.0296794
 2.8     0.706787576     2.986711717      -1.1451330       0.0012734
 3.0     0.602168972     2.406437874      -1.0188070       0.0224142
 3.2     0.505429694     1.956271476      -0.9068963      -0.0150930
 3.4     0.410548987     1.600647559      -0.8106593      -0.0016355
 3.6     0.341039451     1.352616142      -0.7403800      -0.0014118
 3.8     0.285509213     1.144850562      -0.6748968       0.0024826
 4.0     0.244184141     1.007176718      -0.6307758       0.0000893
