#T - C - x - E - M
 1.0     0.023695301     0.001574961      -1.9970436       0.9992477
 1.2     0.067316707     0.005903279      -1.9886000       0.9970211
 1.4     0.143074668     0.016025878      -1.9684916       0.9915424
 1.6     0.255464372     0.040131809      -1.9299569       0.9801994
 1.8     0.460499416     0.133694403      -1.8593665       0.9564191
 2.0     0.712878400     0.312129904      -1.7522717       0.9157187
 2.2     1.411730341    65.540545947      -1.5373038      -0.2700341
 2.4     1.241285680    38.720506419      -1.2736951       0.0418233
 2.6     0.696737670    11.040365341      -1.0272525      -0.0432643
 2.8     0.489151112     6.178017757      -0.9107383       0.0318817
 3.0     0.404862880     3.818782548      -0.8185137       0.0485851
 3.2     0.342854265     2.934219713      -0.7505746       0.0047343
 3.4     0.275179672     1.865680146      -0.6810367      -0.0020896
 3.6     0.242603285     1.512206534      -0.6401693       0.0075813
 3.8     0.199738571     1.189510203      -0.5922473      -0.0038745
 4.0     0.174565463     1.113131527      -0.5614436       0.0157327
