# ib - T - <M>b - <M> - sigma_M
   2000 1.00  0.09809903  0.09809903  0.00000000
   2010 1.00  0.09701637  0.09566795  0.00059434
   2020 1.00  0.10462348  0.09790038  0.00073144
   2030 1.00  0.09068844  0.09648900  0.00078541
   2040 1.00  0.08006153  0.09276494  0.00119851
   2050 1.00  0.08445173  0.09140352  0.00104416
   2060 1.00  0.07358833  0.08951211  0.00104407
   2070 1.00  0.07209414  0.08718384  0.00113027
   2080 1.00  0.07161148  0.08544289  0.00111819
   2090 1.00  0.08052203  0.08443945  0.00105064
   2100 1.00  0.07932609  0.08404349  0.00095551
   2110 1.00  0.07337753  0.08336222  0.00089539
   2120 1.00  0.06292965  0.08194885  0.00092837
   2130 1.00  0.06764870  0.08114043  0.00089585
   2140 1.00  0.06541503  0.08005546  0.00089655
   2150 1.00  0.07570053  0.07925608  0.00087601
   2160 1.00  0.07991953  0.07888910  0.00083282
   2170 1.00  0.07923637  0.07869135  0.00078927
   2180 1.00  0.07648267  0.07881958  0.00074762
   2190 1.00  0.06522879  0.07826696  0.00073189
   2200 1.00  0.05877787  0.07740158  0.00074647
   2210 1.00  0.07050775  0.07686371  0.00073301
   2220 1.00  0.08727721  0.07692426  0.00070356
   2230 1.00  0.09715291  0.07756169  0.00070278
   2240 1.00  0.09748832  0.07838048  0.00072000
   2250 1.00  0.09014577  0.07895432  0.00071504
   2260 1.00  0.09138062  0.07942739  0.00070361
   2270 1.00  0.09250821  0.07996285  0.00069798
   2280 1.00  0.08820275  0.08034227  0.00068388
   2290 1.00  0.07967644  0.08053273  0.00066425
   2300 1.00  0.07735561  0.08038123  0.00064411
   2310 1.00  0.07492264  0.08029999  0.00062447
   2320 1.00  0.07971367  0.08016758  0.00060684
   2330 1.00  0.07764494  0.08005521  0.00059005
   2340 1.00  0.08759631  0.08014373  0.00057440
   2350 1.00  0.08540876  0.08022713  0.00055924
   2360 1.00  0.08788458  0.08036798  0.00054629
   2370 1.00  0.09398983  0.08066018  0.00054005
   2380 1.00  0.10676607  0.08125572  0.00055839
   2390 1.00  0.11195025  0.08195255  0.00058617
   2400 1.00  0.11665456  0.08279090  0.00062929
   2410 1.00  0.11257778  0.08362118  0.00066684
   2420 1.00  0.11854244  0.08438630  0.00069391
   2430 1.00  0.12054231  0.08511795  0.00071573
   2440 1.00  0.11314549  0.08578497  0.00073018
   2450 1.00  0.11266731  0.08642675  0.00074175
   2460 1.00  0.11092277  0.08705916  0.00075225
   2470 1.00  0.11922467  0.08773637  0.00076678
   2480 1.00  0.11218163  0.08830582  0.00077183
   2490 1.00  0.09777966  0.08865122  0.00076407
   2500 1.00  0.09358715  0.08882238  0.00075086
   2510 1.00  0.09031287  0.08884538  0.00073634
   2520 1.00  0.08087955  0.08874882  0.00072316
   2530 1.00  0.09213092  0.08870142  0.00070998
   2540 1.00  0.09278718  0.08875181  0.00069714
   2550 1.00  0.10272060  0.08891761  0.00068702
   2560 1.00  0.09329566  0.08903075  0.00067596
   2570 1.00  0.10185839  0.08926174  0.00066828
