# T - x_scal - x_vec - Cv - <M>
 1.000    109.288164    230.884916     1.371605  0.19926359
 1.010    267.025334    592.455787     1.524950  0.16321405
 1.020    211.874024    456.670820     1.356803  0.12212539
 1.030     71.239529    312.132817     1.468949  0.12288188
 1.040     77.457272    315.645562     1.503404  0.09318291
 1.050     33.564479    241.099672     1.471247  0.08532931
 1.060     47.518089    155.343741     1.395891  0.08000517
 1.070     31.289326    163.271792     1.450114  0.06567064
 1.080     44.090208    192.021869     1.378929  0.06597749
 1.090     25.167414    145.166867     1.330704  0.06141085
 1.100     30.194498    108.016190     1.385276  0.05381989
 1.110     21.818341    113.837942     1.369276  0.05310838
 1.120     16.407152     83.759998     1.356223  0.04564842
 1.130     13.309622     59.377306     1.305486  0.03824996
 1.140     15.499289     64.687714     1.247339  0.04236445
 1.150     10.049018     50.724368     1.320552  0.03617976
 1.160     10.558468     49.703570     1.296508  0.03553559
 1.170     11.404764     51.165952     1.218112  0.03585637
 1.180      8.079891     40.508691     1.212115  0.03232374
 1.190      8.337503     35.689018     1.151078  0.03006931
 1.200      6.621444     30.155248     1.156704  0.02771083
