# ib - <M>b - stdev
1       0.140438439  0.002998745
2       0.140367725  0.004225613
3       0.140438439  0.005154066
4       0.140367725  0.005940858
5       0.140367725  0.006626149
6       0.140139082  0.007242148
7       0.140139082  0.007819134
8       0.140367725  0.008323723
9       0.140438439  0.008780939
10      0.140367725  0.009272233
11      0.139155507  0.009691394
12      0.139155507  0.010118815
13      0.139347256  0.010457227
14      0.140139082  0.010888684
15      0.139680376  0.011200437
16      0.140367725  0.011524949
17      0.140247443  0.011899006
18      0.139155507  0.012230992
19      0.140139082  0.012520867
20      0.140367725  0.012829562
21      0.140139082  0.013191866
22      0.139155507  0.013473500
23      0.138084999  0.013840077
24      0.139155507  0.014120509
25      0.140367725  0.014201427
26      0.137984481  0.014749290
27      0.138140209  0.014811023
28      0.138225443  0.014989701
29      0.138140209  0.015444862
30      0.137984481  0.015702646
31      0.137832722  0.015999551
32      0.140367725  0.015911478
33      0.139155507  0.016287151
34      0.138084999  0.016644290
35      0.137742936  0.017113146
36      0.139155507  0.017067563
37      0.137841065  0.017522166
38      0.140139082  0.017411861
39      0.137984481  0.017886870
40      0.140367725  0.017825858
41      0.137914659  0.018135327
42      0.140139082  0.018119050
43      0.137813093  0.018909524
44      0.139155507  0.018528782
45      0.137834061  0.019338878
46      0.138084999  0.019419500
47      0.140247443  0.018928334
48      0.137712614  0.019614520
49      0.138225443  0.019529997
50      0.140367725  0.019602590
51      0.137834061  0.020575152
52      0.137984481  0.020427311
53      0.139680376  0.020191691
54      0.137765181  0.021021560
55      0.137742936  0.020824670
56      0.138225443  0.020718107
57      0.140139082  0.020800566
58      0.137689721  0.021933843
59      0.137744008  0.021162247
60      0.137984481  0.021142373
61      0.139347256  0.021296855
62      0.137456767  0.023045500
63      0.137765181  0.022871045
64      0.137712614  0.022451363
65      0.137984481  0.022341766
66      0.139155507  0.022449030
67      0.137278107  0.024138269
68      0.137556809  0.024247930
69      0.137918096  0.024110007
70      0.137742936  0.023388012
71      0.138042956  0.022966956
72      0.139155507  0.023358223
73      0.136891645  0.025737559
74      0.137401805  0.025891715
75      0.137591525  0.025689631
76      0.137957515  0.025379420
77      0.137742936  0.024972863
78      0.137984481  0.024423258
79      0.138823319  0.023790991
80      0.140367725  0.023583634
81      0.136811448  0.026182491
82      0.137340284  0.026658708
83      0.137528318  0.026905152
84      0.137765181  0.026957274
85      0.137834061  0.027011156
86      0.137813093  0.026785698
87      0.138140209  0.026091959
88      0.139155507  0.025158414
89      0.140438439  0.024500500
90      0.136368701  0.026847496
91      0.136744498  0.026921423
92      0.137231641  0.026870469
93      0.137456767  0.026569247
94      0.137630023  0.026369866
95      0.137957515  0.026519217
96      0.137712614  0.026839025
97      0.137836992  0.027102763
98      0.138225443  0.027061647
99      0.139155507  0.027076172
100     0.140367725  0.026787872
101     0.136395871  0.029993334
102     0.136395366  0.029538833
103     0.136394213  0.029249026
104     0.136744498  0.028948144
105     0.137180728  0.028555607
106     0.137435798  0.028042654
107     0.137547682  0.027556596
108     0.137765181  0.027450816
109     0.137930037  0.027610946
110     0.137742936  0.027438706
111     0.137841065  0.027030429
112     0.138225443  0.026638535
113     0.138973369  0.026588819
114     0.140139082  0.026798482
115     0.136892268  0.031638775
116     0.136952128  0.031110612
117     0.136761108  0.030167157
118     0.136354877  0.029412299
119     0.136395366  0.029167624
120     0.136368701  0.028921933
121     0.136624144  0.028986136
122     0.137047534  0.029004835
123     0.137340284  0.029062778
124     0.137456767  0.029217310
125     0.137591525  0.029361234
126     0.137765181  0.029633483
127     0.137934371  0.029751597
128     0.137712614  0.029710180
129     0.137813093  0.029974054
130     0.137984481  0.029979871
131     0.138389716  0.029953201
132     0.139155507  0.029877711
133     0.140139082  0.029616471
134     0.134054750  0.034876333
135     0.134947900  0.034824052
136     0.135827754  0.034998324
137     0.136372792  0.034601931
138     0.136892268  0.033999883
139     0.137005587  0.032859315
140     0.136863669  0.031694443
141     0.136516796  0.030332721
142     0.136339187  0.029457696
143     0.136380206  0.029150876
144     0.136368701  0.028837542
145     0.136552811  0.028553762
146     0.136891645  0.028154756
147     0.137180728  0.028037743
148     0.137401805  0.027917263
149     0.137488549  0.027775146
150     0.137591525  0.027601867
151     0.137708569  0.027567641
152     0.137957515  0.027698913
153     0.137834061  0.027683577
154     0.137742936  0.027631043
155     0.137832722  0.027652165
156     0.137984481  0.027663815
157     0.138301557  0.027883624
158     0.138823319  0.028254557
159     0.139680376  0.028857180
160     0.140367725  0.029443810
161     0.128427139  0.035429256
162     0.129490567  0.036456654
163     0.130497020  0.037297843
164     0.131461668  0.038123874
165     0.132371989  0.039021507
166     0.133109478  0.039760426
167     0.133787509  0.040337131
168     0.134423284  0.041000677
169     0.135123231  0.041461798
170     0.135827754  0.041706514
171     0.136304898  0.041868793
172     0.136692044  0.041895575
173     0.137018290  0.041677935
174     0.136952128  0.041013438
175     0.136863669  0.040177700
176     0.136593752  0.039134701
177     0.136354877  0.038053971
178     0.136372359  0.037261667
179     0.136379275  0.036406134
180     0.136368701  0.035804376
181     0.136497179  0.035468933
182     0.136744498  0.035168694
183     0.137047534  0.034694105
184     0.137231641  0.033984373
185     0.137401805  0.033198714
186     0.137456767  0.032221367
187     0.137556809  0.031445707
188     0.137630023  0.030593266
189     0.137765181  0.030002846
190     0.137957515  0.029720140
191     0.137886367  0.029345017
192     0.137712614  0.028799131
193     0.137761045  0.028261312
194     0.137836992  0.027542720
195     0.137984481  0.026923865
196     0.138225443  0.026593041
197     0.138565278  0.026438506
198     0.139155507  0.026599322
199     0.139846131  0.026844447
200     0.140367725  0.026758625
