# T - x_scal - x_vec - Cv - <M>
 1.000    173.083927    496.185160     1.355374  0.27131104
 1.010    142.879254    792.298791     1.332186  0.20431725
 1.020     65.140914    569.996576     1.347345  0.28606817
 1.030     64.583501    507.304202     1.446796  0.17965422
 1.040    113.087836    334.579683     1.421176  0.14011961
 1.050     75.524521    220.555302     1.433378  0.12410674
 1.060     55.474143    162.707696     1.377950  0.09565060
 1.070     52.076717    256.918005     1.447031  0.12432309
 1.080     37.374209    158.985222     1.540173  0.09247151
 1.090     28.327884    139.393782     1.432077  0.09487777
 1.100     21.544338     90.784144     1.432776  0.06863415
 1.110     17.792226     92.638952     1.396543  0.07338487
 1.120     19.631369     85.835337     1.325810  0.06899754
 1.130     14.225845     65.112119     1.331711  0.05984177
 1.140     12.833915     59.019292     1.286248  0.05722860
 1.150     12.010130     55.591165     1.321731  0.05671136
 1.160     10.624140     52.281132     1.252512  0.05459937
 1.170      9.549031     44.547708     1.173614  0.05014032
 1.180      9.128707     42.446622     1.223298  0.04986283
 1.190     10.003061     40.605931     1.149947  0.04764657
 1.200      8.136609     34.827550     1.143381  0.04451321
