# ib - T - <M>b - <M> - sigma_M
   2000 1.00  0.24350384  0.24350384  0.00000000
   2010 1.00  0.25465334  0.25046362  0.00196581
   2020 1.00  0.23093414  0.24201394  0.00238956
   2030 1.00  0.21853447  0.23623304  0.00224725
   2040 1.00  0.19714836  0.23040411  0.00244149
   2050 1.00  0.20455341  0.22475846  0.00257113
   2060 1.00  0.17808858  0.21932509  0.00268348
   2070 1.00  0.17581667  0.21353473  0.00287084
   2080 1.00  0.19103762  0.21034937  0.00269991
   2090 1.00  0.20337666  0.20834663  0.00249420
   2100 1.00  0.18337869  0.20694034  0.00229404
   2110 1.00  0.19833608  0.20542866  0.00214375
   2120 1.00  0.18167930  0.20359684  0.00204926
   2130 1.00  0.18876008  0.20258965  0.00191773
   2140 1.00  0.16578726  0.20049972  0.00190754
   2150 1.00  0.17221462  0.19817504  0.00192001
   2160 1.00  0.13914273  0.19586224  0.00194768
   2170 1.00  0.13665320  0.19284409  0.00205861
   2180 1.00  0.16191999  0.19056453  0.00207250
   2190 1.00  0.17804662  0.18942005  0.00199643
   2200 1.00  0.16375455  0.18769952  0.00197414
   2210 1.00  0.18078261  0.18739929  0.00188512
   2220 1.00  0.18784216  0.18722661  0.00180283
   2230 1.00  0.18568669  0.18730178  0.00172606
   2240 1.00  0.18246336  0.18716756  0.00165550
   2250 1.00  0.20089422  0.18775372  0.00160341
   2260 1.00  0.19064891  0.18800616  0.00154414
   2270 1.00  0.18346889  0.18801559  0.00148818
   2280 1.00  0.17981887  0.18771804  0.00143982
   2290 1.00  0.17464767  0.18741258  0.00139410
   2300 1.00  0.16984638  0.18717742  0.00135141
   2310 1.00  0.15492917  0.18640837  0.00133193
   2320 1.00  0.16777665  0.18560754  0.00131550
   2330 1.00  0.16425714  0.18471380  0.00130712
   2340 1.00  0.15364466  0.18405865  0.00128631
   2350 1.00  0.14928328  0.18306789  0.00128767
   2360 1.00  0.15016317  0.18224386  0.00127867
   2370 1.00  0.14310611  0.18137143  0.00127448
   2380 1.00  0.14080183  0.18019684  0.00129503
   2390 1.00  0.16167550  0.17956864  0.00127826
   2400 1.00  0.13757042  0.17875544  0.00127273
   2410 1.00  0.16563222  0.17828574  0.00125244
   2420 1.00  0.15656680  0.17798862  0.00122677
   2430 1.00  0.19062907  0.17795129  0.00120308
   2440 1.00  0.16501379  0.17792736  0.00117720
   2450 1.00  0.17278360  0.17765100  0.00115520
   2460 1.00  0.18668542  0.17769713  0.00113171
   2470 1.00  0.15827375  0.17772483  0.00110946
   2480 1.00  0.18763258  0.17779729  0.00108825
   2490 1.00  0.17222550  0.17791827  0.00106729
   2500 1.00  0.17779559  0.17785338  0.00104649
   2510 1.00  0.17457339  0.17772161  0.00102737
   2520 1.00  0.16541628  0.17742170  0.00101273
   2530 1.00  0.17896533  0.17743752  0.00099413
   2540 1.00  0.15058102  0.17727482  0.00097912
   2550 1.00  0.15341252  0.17689340  0.00096907
   2560 1.00  0.15499175  0.17664004  0.00095565
   2570 1.00  0.20627925  0.17666134  0.00094133
   2580 1.00  0.19779400  0.17705644  0.00093370
   2590 1.00  0.20637753  0.17752830  0.00092993
   2600 1.00  0.22328853  0.17824103  0.00094168
   2610 1.00  0.25178831  0.17937903  0.00099466
   2620 1.00  0.28151603  0.18082135  0.00107939
   2630 1.00  0.28510139  0.18245450  0.00117948
   2640 1.00  0.27485173  0.18390023  0.00124668
   2650 1.00  0.29051665  0.18547819  0.00132375
