# ib - T - <E>b - <E> - sigma_E
   2000 0.50 -1.70911829 -1.70911829  0.00000000
   2010 0.50 -1.70456543 -1.74603863  0.01111555
   2020 0.50 -1.66390924 -1.74257953  0.00956821
   2030 0.50 -1.71192981 -1.73603368  0.00699080
   2040 0.50 -1.66223409 -1.73093428  0.00639869
   2050 0.50 -1.72865103 -1.73117486  0.00569973
   2060 0.50 -1.69425668 -1.73282557  0.00510137
   2070 0.50 -1.77326446 -1.73376478  0.00478371
   2080 0.50 -1.76883193 -1.73391827  0.00449755
   2090 0.50 -1.72659857 -1.73762977  0.00429947
   2100 0.50 -1.70827001 -1.73503257  0.00427912
   2110 0.50 -1.73661359 -1.73389710  0.00411544
   2120 0.50 -1.74734286 -1.73371923  0.00394029
   2130 0.50 -1.70567520 -1.73449536  0.00373433
   2140 0.50 -1.76640279 -1.73277011  0.00367417
   2150 0.50 -1.75003398 -1.73051728  0.00362371
   2160 0.50 -1.72746840 -1.73114581  0.00344262
   2170 0.50 -1.77358815 -1.73279986  0.00331799
   2180 0.50 -1.75834299 -1.73412640  0.00323007
   2190 0.50 -1.65896038 -1.73346309  0.00313326
   2200 0.50 -1.73790665 -1.73346017  0.00303259
   2210 0.50 -1.76420271 -1.73429859  0.00294581
   2220 0.50 -1.72730825 -1.73456523  0.00285576
   2230 0.50 -1.65795671 -1.73405544  0.00280808
   2240 0.50 -1.69456404 -1.73299536  0.00278241
   2250 0.50 -1.72661895 -1.73330891  0.00269844
   2260 0.50 -1.73253731 -1.73221227  0.00266484
   2270 0.50 -1.76654850 -1.73161369  0.00261549
   2280 0.50 -1.72647561 -1.73124526  0.00260175
   2290 0.50 -1.61613747 -1.73055469  0.00255568
   2300 0.50 -1.79109717 -1.73065471  0.00251876
   2310 0.50 -1.66812039 -1.72945471  0.00256005
   2320 0.50 -1.75651200 -1.72914142  0.00251000
   2330 0.50 -1.70470065 -1.72867956  0.00245045
   2340 0.50 -1.70211521 -1.72901259  0.00242049
   2350 0.50 -1.63713476 -1.72836341  0.00238312
   2360 0.50 -1.75702278 -1.72800865  0.00234493
   2370 0.50 -1.78196375 -1.72836479  0.00232363
   2380 0.50 -1.69800182 -1.72799417  0.00231239
   2390 0.50 -1.76446594 -1.72842691  0.00230560
   2400 0.50 -1.74256903 -1.72807868  0.00228714
   2410 0.50 -1.76137264 -1.72823033  0.00224549
   2420 0.50 -1.69768617 -1.72846275  0.00221343
   2430 0.50 -1.77574182 -1.72903067  0.00217877
   2440 0.50 -1.70706390 -1.72948249  0.00214408
   2450 0.50 -1.68451882 -1.72948024  0.00211371
   2460 0.50 -1.76740281 -1.72889911  0.00210270
   2470 0.50 -1.78847431 -1.72925463  0.00208312
   2480 0.50 -1.74459512 -1.72947947  0.00207439
   2490 0.50 -1.66480785 -1.72933465  0.00204948
   2500 0.50 -1.76000860 -1.72960399  0.00202635
   2510 0.50 -1.76349191 -1.72958060  0.00200431
   2520 0.50 -1.80049286 -1.72983933  0.00197679
   2530 0.50 -1.75009199 -1.73027935  0.00196129
   2540 0.50 -1.72885285 -1.73031458  0.00194489
   2550 0.50 -1.76125961 -1.73120645  0.00194251
   2560 0.50 -1.66626740 -1.73072406  0.00193786
   2570 0.50 -1.76337183 -1.73106552  0.00191567
   2580 0.50 -1.74566567 -1.73184059  0.00190504
   2590 0.50 -1.70735928 -1.73169499  0.00188146
   2600 0.50 -1.69236951 -1.73197406  0.00186688
   2610 0.50 -1.69367425 -1.73225488  0.00184997
   2620 0.50 -1.80310116 -1.73243758  0.00183965
   2630 0.50 -1.77554387 -1.73219505  0.00182806
   2640 0.50 -1.80599731 -1.73264882  0.00182328
   2650 0.50 -1.67240003 -1.73276810  0.00181104
