# ib - T - <E>b - <E> - sigma_E
   2000 0.50 -1.72327169 -1.72327169  0.00000000
   2010 0.50 -1.72422022 -1.72752000  0.00117554
   2020 0.50 -1.73108420 -1.72737940  0.00108492
   2030 0.50 -1.72106312 -1.72662392  0.00091681
   2040 0.50 -1.72747000 -1.72650673  0.00076024
   2050 0.50 -1.73645588 -1.72761866  0.00079481
   2060 0.50 -1.72619702 -1.72807957  0.00072316
   2070 0.50 -1.72483271 -1.72806096  0.00069597
   2080 0.50 -1.73221026 -1.72819338  0.00065902
   2090 0.50 -1.72487354 -1.72795314  0.00060387
   2100 0.50 -1.72451434 -1.72831062  0.00057206
   2110 0.50 -1.74136487 -1.72858238  0.00055555
   2120 0.50 -1.73377485 -1.72862937  0.00053214
   2130 0.50 -1.72122879 -1.72851861  0.00050879
   2140 0.50 -1.73712934 -1.72844417  0.00049199
   2150 0.50 -1.72906967 -1.72858924  0.00046682
   2160 0.50 -1.73452737 -1.72870769  0.00044760
   2170 0.50 -1.74034218 -1.72889932  0.00043212
   2180 0.50 -1.72869049 -1.72880241  0.00041497
   2190 0.50 -1.72105754 -1.72864825  0.00040413
   2200 0.50 -1.73028104 -1.72864140  0.00039514
   2210 0.50 -1.72827520 -1.72862864  0.00038617
   2220 0.50 -1.73270364 -1.72878120  0.00037395
   2230 0.50 -1.73450010 -1.72894937  0.00036853
   2240 0.50 -1.72402934 -1.72884561  0.00036198
   2250 0.50 -1.73649767 -1.72884661  0.00035523
   2260 0.50 -1.72538438 -1.72876324  0.00034490
   2270 0.50 -1.72806480 -1.72887378  0.00033640
   2280 0.50 -1.73883372 -1.72885176  0.00033242
   2290 0.50 -1.72337638 -1.72890721  0.00032591
   2300 0.50 -1.72946229 -1.72886771  0.00031876
   2310 0.50 -1.72414647 -1.72898028  0.00031319
   2320 0.50 -1.72064200 -1.72905138  0.00030860
   2330 0.50 -1.73120165 -1.72903412  0.00031018
   2340 0.50 -1.72434733 -1.72893507  0.00030730
   2350 0.50 -1.73009706 -1.72891199  0.00030287
   2360 0.50 -1.72281746 -1.72875395  0.00030118
