# ib - T - <E>b - <E> - sigma_E
   2000 0.50 -1.69609934 -1.69609934  0.00000000
   2010 0.50 -1.73900804 -1.74272150  0.00668007
   2020 0.50 -1.73275976 -1.73608101  0.00412457
   2030 0.50 -1.70344324 -1.72644834  0.00415244
   2040 0.50 -1.69533540 -1.72660471  0.00380065
   2050 0.50 -1.71720460 -1.72616290  0.00334581
   2060 0.50 -1.72809092 -1.72357914  0.00298775
   2070 0.50 -1.73443875 -1.72339498  0.00275196
   2080 0.50 -1.74704671 -1.72483013  0.00256209
   2090 0.50 -1.78905622 -1.72738776  0.00252867
   2100 0.50 -1.75979978 -1.72807175  0.00240079
   2110 0.50 -1.69468176 -1.72975365  0.00234805
   2120 0.50 -1.70413703 -1.72905155  0.00227428
   2130 0.50 -1.68789942 -1.73007143  0.00220801
   2140 0.50 -1.75084374 -1.72996970  0.00209142
   2150 0.50 -1.72014182 -1.72964695  0.00199137
   2160 0.50 -1.75204486 -1.73003699  0.00195891
   2170 0.50 -1.71041309 -1.73034639  0.00190790
   2180 0.50 -1.73621502 -1.73035982  0.00181946
   2190 0.50 -1.76056188 -1.73092857  0.00177406
   2200 0.50 -1.71649173 -1.72977080  0.00176193
   2210 0.50 -1.66997022 -1.72950172  0.00174384
   2220 0.50 -1.70080104 -1.72891227  0.00169143
   2230 0.50 -1.76481214 -1.72922263  0.00164590
   2240 0.50 -1.77167487 -1.72951735  0.00159283
   2250 0.50 -1.75482504 -1.72983197  0.00154909
   2260 0.50 -1.70932819 -1.73036684  0.00154284
   2270 0.50 -1.73165019 -1.73034688  0.00149611
   2280 0.50 -1.75276352 -1.73074546  0.00146286
   2290 0.50 -1.66950957 -1.73127042  0.00146779
   2300 0.50 -1.72636874 -1.73076240  0.00145311
   2310 0.50 -1.70786008 -1.73080850  0.00143069
   2320 0.50 -1.76866017 -1.73114379  0.00140678
   2330 0.50 -1.75836327 -1.73115318  0.00137921
   2340 0.50 -1.72673800 -1.73110624  0.00136941
   2350 0.50 -1.68534651 -1.73116810  0.00134779
   2360 0.50 -1.73811355 -1.73149597  0.00132946
   2370 0.50 -1.69140263 -1.73127535  0.00130459
   2380 0.50 -1.76333879 -1.73170609  0.00129333
   2390 0.50 -1.72956557 -1.73193846  0.00128091
   2400 0.50 -1.70943753 -1.73147471  0.00126748
   2410 0.50 -1.68857325 -1.73124904  0.00124983
   2420 0.50 -1.71787237 -1.73068822  0.00123801
   2430 0.50 -1.75109721 -1.73053313  0.00122244
   2440 0.50 -1.72880646 -1.73051135  0.00120100
   2450 0.50 -1.74856803 -1.73054029  0.00118195
   2460 0.50 -1.73628841 -1.73047228  0.00116775
   2470 0.50 -1.74882920 -1.73056223  0.00114873
   2480 0.50 -1.75493021 -1.73039902  0.00113025
   2490 0.50 -1.71897350 -1.73025372  0.00111619
   2500 0.50 -1.72392890 -1.73015845  0.00110389
   2510 0.50 -1.73401355 -1.73009759  0.00108725
   2520 0.50 -1.77815899 -1.73036566  0.00107603
   2530 0.50 -1.71769829 -1.73045825  0.00106429
   2540 0.50 -1.70694908 -1.73074452  0.00105532
   2550 0.50 -1.69796570 -1.73056265  0.00104088
   2560 0.50 -1.74932761 -1.73049698  0.00103483
   2570 0.50 -1.75970787 -1.73089773  0.00103010
   2580 0.50 -1.74966474 -1.73122302  0.00101868
   2590 0.50 -1.66840970 -1.73081344  0.00101834
   2600 0.50 -1.74426190 -1.73058563  0.00101275
   2610 0.50 -1.63194684 -1.73038146  0.00101550
   2620 0.50 -1.72665809 -1.73006721  0.00101194
   2630 0.50 -1.74330783 -1.73027446  0.00100287
   2640 0.50 -1.78355213 -1.73043334  0.00099577
   2650 0.50 -1.73719820 -1.73037331  0.00098492
   2660 0.50 -1.71542244 -1.73041246  0.00097692
   2670 0.50 -1.75213463 -1.73066851  0.00096846
   2680 0.50 -1.70446799 -1.73057211  0.00095763
   2690 0.50 -1.74789885 -1.73058585  0.00094862
   2700 0.50 -1.75449267 -1.73082111  0.00094177
   2710 0.50 -1.73338919 -1.73080511  0.00093268
   2720 0.50 -1.73194204 -1.73079797  0.00092192
   2730 0.50 -1.70494201 -1.73078715  0.00091439
   2740 0.50 -1.72427126 -1.73090497  0.00090546
   2750 0.50 -1.75012024 -1.73114435  0.00089939
   2760 0.50 -1.72002235 -1.73104803  0.00089059
   2770 0.50 -1.71265104 -1.73111703  0.00088112
   2780 0.50 -1.74600350 -1.73114222  0.00087526
   2790 0.50 -1.69931639 -1.73118329  0.00086667
   2800 0.50 -1.73652609 -1.73092660  0.00086211
   2810 0.50 -1.71064716 -1.73082187  0.00085495
   2820 0.50 -1.74516746 -1.73077485  0.00084692
   2830 0.50 -1.73580021 -1.73067535  0.00083981
   2840 0.50 -1.71625565 -1.73083940  0.00083414
   2850 0.50 -1.73273589 -1.73096587  0.00082728
   2860 0.50 -1.73381421 -1.73116937  0.00082115
   2870 0.50 -1.71407904 -1.73104775  0.00081537
   2880 0.50 -1.69726977 -1.73089121  0.00081516
   2890 0.50 -1.73684426 -1.73056352  0.00082027
   2900 0.50 -1.73258104 -1.73040544  0.00081668
   2910 0.50 -1.73244266 -1.73065187  0.00082126
   2920 0.50 -1.70439682 -1.73068401  0.00081501
   2930 0.50 -1.73520775 -1.73071544  0.00080771
   2940 0.50 -1.73326928 -1.73064391  0.00080348
   2950 0.50 -1.70720133 -1.73065115  0.00080015
   2960 0.50 -1.73544996 -1.73066754  0.00079343
   2970 0.50 -1.73882132 -1.73059733  0.00078713
   2980 0.50 -1.78031970 -1.73089764  0.00078918
   2990 0.50 -1.74181408 -1.73104720  0.00078358
   3000 0.50 -1.73456383 -1.73107217  0.00077863
   3010 0.50 -1.69183123 -1.73098960  0.00077556
   3020 0.50 -1.66610815 -1.73077506  0.00077557
   3030 0.50 -1.73349474 -1.73084444  0.00077133
   3040 0.50 -1.71981637 -1.73094498  0.00076637
   3050 0.50 -1.70420591 -1.73093779  0.00076133
   3060 0.50 -1.68665069 -1.73099255  0.00075637
   3070 0.50 -1.71637679 -1.73096658  0.00074984
   3080 0.50 -1.73955095 -1.73108428  0.00074781
   3090 0.50 -1.70054242 -1.73117638  0.00074622
   3100 0.50 -1.76578993 -1.73129297  0.00074285
   3110 0.50 -1.70594203 -1.73127535  0.00074000
   3120 0.50 -1.72065060 -1.73128822  0.00073562
   3130 0.50 -1.76151089 -1.73137409  0.00073084
   3140 0.50 -1.66487327 -1.73119331  0.00072970
   3150 0.50 -1.74140628 -1.73108494  0.00072562
   3160 0.50 -1.74428605 -1.73121691  0.00072171
   3170 0.50 -1.71207221 -1.73105971  0.00071876
   3180 0.50 -1.72971646 -1.73109134  0.00071403
   3190 0.50 -1.76408455 -1.73105808  0.00070977
   3200 0.50 -1.68473319 -1.73108338  0.00070607
   3210 0.50 -1.71248757 -1.73111139  0.00070239
   3220 0.50 -1.75304461 -1.73120165  0.00069898
   3230 0.50 -1.75775218 -1.73118658  0.00069584
   3240 0.50 -1.71588549 -1.73113463  0.00069192
