# Step    x                  y                  z
3900       3.18203909    5.94150785    5.60262684
3900       2.41854965   -0.93227334   -1.41486842
3900       1.20274228   -3.10530223    4.05369636
3900      -0.64552562    1.31855650    2.09399415
3900       3.57218550    0.26750036   -4.59763596
3900       1.60894284    0.69069561   -1.95927050
3900      -8.61789568    0.30452270   -6.05208764
3900      -2.58566139   -1.60541575   -3.37852181
3900       0.91724169    3.23815779    5.68418212
3900      -2.10978100    0.23834211    9.74294576
3900       0.46174234    2.36654479   -5.42939182
3900       0.57489921   -1.01923140    3.59903240
3900      -3.04421631   -2.69886192    2.64641263
3900       1.48706637    0.97797692    7.25478197
3900      -0.20027203   -2.56477141    4.70755399
3900       0.30636192   -2.52068094   -1.69039025
3900       2.74998775   -1.75293807    4.67005132
3900       1.40307972   -0.65687574    5.19798612
3900       2.81068338    3.71461903    1.26403258
3900       2.93046351   -5.52497280   -2.34275221
3900       1.23490162    0.08942289    1.24347604
3900       3.54310597   -2.05500547   -4.44389244
3900      -1.10334392    1.91191241    2.88426020
3900       3.35473094    6.56002294   -3.31743615
3900       0.81301952    2.50455603    2.68155732
3900       0.79886126   -0.25942539   -4.56258272
3900       0.21696628   -2.57294556   -2.97386040
3900       1.84397277   -0.24660515    2.75211327
3900      -1.98135840    1.74287131    4.86146810
3900       0.61195228   -0.79364237    2.17980369
3900       5.90751566   -4.27193615    5.13883618
3900      -3.63278490   -0.85395556   -4.31566379
3900      -3.15888605    0.51328028   -4.83509779
3900       1.14951052   -1.50384324    2.36877857
3900       0.45838457    0.92496063   -3.07546994
3900       1.61479805   -1.28293372    1.43880294
3900       2.87548142   -5.98593602   -6.68882390
3900       4.82770031    1.94574064    3.78049812
3900       1.86838380    1.46256064   -2.21881774
3900       1.84222976    3.59409452    7.00370459
3900       2.83622563    3.31557394    4.37094205
3900       0.32063861    6.62536407    9.94935618
3900      -2.01360596    2.35951706    3.49681652


4000       3.25990774    3.65146141   -8.86996864
4000      -0.11450979   -0.15852045   -4.20662587
4000       0.78834730    2.25434963   -3.43504497
4000       0.00503782    3.56135713    3.94508297
4000      -3.17439171    1.00048430   -8.47628905
4000       8.76327618    4.14136327   -6.54888860
4000       1.42312613    0.61402472    4.51491294
4000       2.35091006   -2.70133206   -8.00576995
4000       3.40695894    3.51197559    3.92748692
4000       0.24589902   -0.95211597   -1.06191260
4000      -0.63323407   -1.89768168   -6.55987448
4000       3.71737646    4.24949512    3.49771563
4000      -1.37234653   -0.76972455    3.29267779
4000      -7.13799030   -1.55162168   -6.95146956
4000      -0.56166861    0.67544167    4.75610466
4000      -3.12889440   -4.02680637   -7.36922251
4000       2.45596456    3.40608421   -6.51146565
4000       3.55473587    3.82543836    4.78560348
4000      -1.51908205    1.70486831    0.28028948
4000      -2.90964583   -0.87345394    5.39271033
4000      -1.15047850   -0.22057666   -3.10746723
4000       1.30611841   -1.90834545    3.89143360
4000       1.46173539   -0.87047742   -2.37787603
4000       0.46500699    3.05013350   -5.01455148
4000      -3.41186681    4.28405731    5.20172123
4000      -2.81766182    5.58153535   -2.28282124
4000       1.35473828   -0.16686919    0.62630078
4000       2.80649918    3.08763323    4.72951041
4000       2.65860556   -2.51307315   -6.75346743
4000      -0.50491079   -0.15234861    7.04832516
4000      -4.77111594   -2.84429030    4.66744308
4000       3.61415718    3.68441818   -1.02455920
4000      -1.22328227    0.14001769   -3.22607616
4000      -3.92015739    3.83632498    3.37807805
4000       0.48971047   -1.02265035    3.29970981
4000       0.39814648   -0.37406000    4.97741893
4000      -0.47278347    1.97937133   -2.62380741
4000       1.45925229   -0.24187915   -1.34481127
4000       1.22857649    3.33658922   -5.23384732
4000       0.22072810   -1.07854903   -4.26917230
4000      -3.00975136    2.25145740   -6.46797697
4000       1.41578794    2.40684744   -3.65130170
4000       1.42352416    1.92927266   -3.59785822
4000       1.78310920   -0.62015066   -4.10673940
4000      -0.06988643    3.72654304   -2.83292399
4000       0.40001433   -2.50879289   -1.25323108
4000      -1.12577147    0.43014439   10.47878084
4000       0.04538732   -0.45035368   -5.11478235
4000      -2.22519347    4.09343518    4.61442872
4000       2.11160055   -0.19307064    5.86745260
4000      -0.41116922   -1.67621941   -2.41107682
4000       1.14238568   -3.82100756   -3.83848601
4000      -0.71626163    1.42167111    4.07963788
4000      -0.69107716    0.56361807    3.24508591
4000      -6.71175471    5.85570220    3.10976571
4000      -1.11361817    1.42043535   -4.07888656
4000       3.95845822   -0.41929184   -3.19854617
4000      -1.23969772   -1.37157687   -0.78646013
4000      -2.20775904    3.42952857   -6.60043305
4000      -2.06084026   -0.23048782   -5.85717812
4000      -4.85373049    2.91882418    5.69235634
4000      -0.69373364    0.70071330    2.64986704
4000      -0.25519143   -3.72865145    7.96497118
4000       1.90439099    0.32337442   -6.73468104
4000       3.52301581    0.02290018   -8.64955573
4000      -3.72389566    1.04257883    2.19137689
4000      -0.65153685    0.13307938    4.86435001
4000       0.88514737    0.68253951    3.88562935
4000       7.08274393    3.15663960   -9.86688075
4000      -1.41478226   -1.93699706   -2.13575467
4000      -4.23751850   -6.95780138    5.57277492
4000       3.42961211    2.81608275    2.56433159
4000      -1.49013120    0.10925437    1.45031317
4000       0.27955315   -0.39819340    4.15059611
4000       0.47800861    1.70214858    3.48779039
4000      -1.23235782   -3.44633788   -2.07358859
4000      -0.34578752   -2.91103053   -3.28664016
4000       1.18319513   -4.21705945   -4.48718852
4000      -3.92751613   -2.57733006   -2.68014535
4000      -0.01503501    0.42376777   -0.77850256
4000       2.41273334   -0.49606914    3.38763383
4000      -2.14998176    0.07512261    1.16443576
4000      -3.71100239    1.55495302    2.64649978
4000       0.91048408   -2.15882101   -2.83930252
4000       3.10983570    0.95663441   -4.70222042
4000      -1.53709620    0.98365349   -3.94880497
4000      -2.73541098    5.60495271   -2.97834002
4000      -0.86038399   -1.15288526   -4.87873450
4000       2.50239512   -3.49008648   -5.85965552
4000       2.35331203    2.28016837   -4.18739931
4000      -0.17892876    1.47796971   -5.11906880
4000      -2.17243154   -4.68879731   -5.97993035
4000       0.73927023   -0.30627171    3.22169650
4000       0.93128028    0.84110949    3.50312045
4000       0.98269126    2.25295914    4.47852436
4000       0.43347439   -1.10151663   -2.21909593
4000       2.99761846    1.29865206   -6.59656836
4000      -3.14964594   -1.27097270   -5.00814530
4000      -0.61977798   -1.79003530   -2.38614386
4000      -1.16538962    1.07390453    5.66734273


4100      -1.86822388   -1.47084910   -7.28780465
4100       1.84507521    0.53313253   -6.60042817
4100       1.29156309    1.00999188   -1.82592983
4100      -0.18253075    0.78268552    3.15197985
4100       1.68606830    1.04567071    1.61346682
4100       0.00831996   -0.26684128   -2.17080830
4100       4.26493081   -0.12944940   -2.58277960
4100      -2.85390548    2.17070545   -3.01745147
4100      -2.11704372    1.76740446    4.26421219
4100       1.15958846   -0.62713922    2.69481372
4100       0.64771455   -0.22702317   -3.09711218
4100       2.04440662    0.27225387    4.77682711
4100      -0.90786522    0.02419559   -3.05242398
4100       4.08356721    2.15965059   -4.37394225
4100       0.00601813   -1.60427490    1.94524866
4100      -0.85217349   -0.76346978    3.92364801
4100      -1.00951790   -0.88437426   -1.77923531
4100       2.75057952   -5.18269472    2.19218655
4100      -0.22087063   -3.69580466    4.62670104
4100       1.56761467   -1.27990009   -1.50578624
4100      -3.67758591   -1.17611036   -6.86557754
4100       1.40195522   -1.97773225   -1.28816274
4100       1.41694813    0.10086476    6.28244233
4100      -1.46534117   -1.13377974    7.59262665
4100       1.75101161    3.45096674   -5.84620435
4100       1.13455985   -0.16483452   -3.67057676
4100      -3.73342668    3.18113264    6.67571897
4100      -0.67518277    0.22222797   -1.67467091
4100      -2.53566025   -2.25039839   -3.75534388
4100       3.96417436    0.81489471    3.21665095
4100      -0.65797593    0.56041473   -3.63751433
4100       1.01846379    1.36324888    7.62722245
4100       1.32623793    0.89436853    1.09056460
4100      -1.45716463    0.11698113    2.33883809
4100      -0.22615376   -2.39683491   -2.61923471
4100       5.46954465    1.59509977    5.20479790
4100      -0.58282002    0.48208953   -0.89378408
4100      -1.43129407    1.80713841   -2.18061379
4100       1.34085996    3.29866587    2.87871067
4100       5.85509412    0.21928872   -4.92246097
4100      -0.36797346    0.76502157   -3.49852426
4100       1.79464209   -0.33267874    2.56763866
4100      -1.09656415    1.55580686    5.06853247
4100       0.30939333    0.10897138    5.49400462
4100      -1.06298635    1.12969720    3.42586138
4100       2.85066181   -0.93201841    4.85939949
4100       0.72951924   -1.39198029    2.97414181
4100      -1.40528284   -0.21662881    3.81587651
4100       1.82539884    3.11517653    2.72398681
4100      -2.77089244   -0.39084265    2.17760693
4100      -0.03835567   -1.27501093   -3.43854559
4100      -1.45712771    4.24756611    1.38684643
4100       2.42642048    0.57920100    2.36113762
4100       5.83970184    1.60413075    3.30095352
4100       1.26389026   -0.18007488   -8.27991843
4100      -2.30096643   -4.35282696   -4.84362395
4100       2.55326006   -0.31047941   -0.85692781
4100      -1.59068626   -6.52669003    6.72072815
4100       4.42627511    1.13164334   -1.18553557
4100       1.20614333   -0.65526449   -5.36496480
4100      -0.63720838   -0.62091586    4.65864009
4100      -1.27247615    2.86111139   -1.65701138
4100      -2.02073104   -0.51033859   -1.46462224
4100       4.98715224    3.86537333    6.06862500
4100      -5.67547113    0.65758853   -5.22694758
4100      -1.16303376   -1.25721929    3.94054974
4100       1.38915262    0.49924517    5.14285348
4100      -1.27271034    2.98736877   -2.29383802
4100       2.56199524   -1.57474508   -2.92851778
4100      -1.14778271   -0.86303491   -3.22801896
4100       3.22046161    0.87800097    2.65776423
4100       0.74786713    0.99246181   -1.53674187
4100      -1.39635755   -0.41099240    1.94079408
4100      -1.50187007   -0.78419202    4.51449646
4100      -1.55740691    3.52752590    3.35071045
4100      -0.07565194    1.35337061   -4.18793321
4100       2.92460250   -0.46001914   -3.53876878
4100       0.40001600   -0.26752231   -2.40692380
4100       1.61894433   -2.56354721    0.90668108
4100      -4.26177817    4.05757241   -3.75580863
4100      -1.42150945    6.79534017    6.49182987
4100       2.30936655   -0.65153564    6.79693631
4100      -0.73023301    0.05151026   -3.05982107
4100      -2.52275515   -2.05455922    1.89730849
4100      -1.08731104    0.55146256   -2.10705985
4100       0.59728654   -1.46080082    3.16851363
4100      -1.22906179    2.34984878    1.66188597
4100      -4.41232222    2.85430432   -2.58938147
4100      -5.42180254    1.49206844   -4.36534502
4100      -3.60919936    1.87220543    2.57613356
4100       3.22160527    4.40080751   -2.93036350
4100      -3.24844084    1.81980411    5.31447302
4100       0.77020018    1.69754768    9.74773294
4100       3.48877748    0.63969844   -2.88093335
4100      -3.21348388   -2.13448501   -1.14554581
4100      -0.66275424   -0.77038139    0.92759937
4100      -0.61048914   -2.10714266   -3.04717214
4100       3.73954047    1.56514419    3.89022283
4100       2.87059842   -0.42524465   -4.92165148
4100      -2.80478641    2.47042649    3.05695046


4200       0.38344819   -1.83248290    1.47777757
4200      -0.81790106    3.47238008    2.67324239
4200       0.43644410   -3.35122340   -2.47654393
4200       0.33584486   -5.01361702   -5.28673857
4200      -1.24343131    0.06524565   -1.22889048
4200       0.33136873    1.64737075   -3.21711050
4200      -0.67892104    1.34971396    3.74134167
4200      -0.85684585    5.77863367    2.56576970
4200      -0.78260226    1.59796122    1.51452832
4200       1.42595170   -3.93478335   -6.40565335
4200       4.39645236   -0.66547540   -3.51740211
4200      -1.98637992    2.40734256   -1.77928419
4200       2.32621114   -0.25837199   -2.39133098
4200       2.75916362   -3.35190876    1.63050219
4200       1.23526120   -0.09207581    1.07164028
4200      -0.45633349    0.34465439   -0.98534548
4200       1.36482053   -0.16713664   -0.99085427
4200      -2.90681438   -1.51829512   -5.62828388
4200       3.91192870   -0.90418848    3.67419933
4200       0.20937426    0.57686007   -1.16312885
4200       1.40498265   -0.75257279   -2.50699698
4200      -0.48378195   -4.30366928   -4.11457982
4200      -6.07014420   -0.05158425   -5.13871875
4200      -3.41512057    0.76670510    2.41877503
4200      -1.18144157    2.68576990   -1.55488179
4200      -0.43754418    4.32708030    4.35320163
4200      -1.68929575   -1.84199894    2.86611938
4200      -2.27352895    2.23187351    2.10296847
4200       2.57961424   -0.17767791    8.59379721
4200       0.22965440    0.50953205    2.55301196
4200       1.76706242   -1.34062027   -2.29691075
4200       0.09410831   -2.31786553   -7.44813287
4200       3.52435650   -1.11290488   -1.88023323
4200      -0.83637947   -1.43045030    4.92503725
4200      -1.02082981   -0.81942386    5.02660945
4200      -3.37468945   -1.74368299    4.60340991
4200      -1.24029774    0.20347451    2.39744338
4200      -3.26624345    1.35042785    3.30808675
4200       0.74425256    1.66842979   -2.25066229
4200      -2.04691256   -1.50455635    7.04787851
4200       0.78537162    2.76821103   -3.09340488
4200      -1.62850967    0.89713299    3.35429355
4200      -2.27679344   -6.38457103   -5.39330473
4200       1.14801756    0.14544537    2.81069392
4200      -2.33618100   -3.74925940    3.04650499
4200      -1.91098746   -0.26668675    4.60112120
4200       1.15622957    1.40559608    5.36201661
4200      -4.62290088    0.58312382    3.01755148
4200       0.06918403   -4.65378173    3.46891909
4200       1.62561496   -2.23308867   -4.44611633
4200      -2.03505033   -4.75020220    3.28013716
4200      -0.40348119    4.90443037    1.32096561
4200      -1.56788781    0.44812811    1.44164455
4200       1.32236147   -1.36103967    1.86983245
4200      -1.17458967    0.01259659   -4.59216215
4200       2.86191716    1.20942643   -2.40536366
4200       2.75885691    2.45250713   -3.39681262
4200      -0.44699681   -2.17501866    3.34806352
4200      -1.11970749    3.00870269   -4.35265573
4200      -0.12856877   -0.72999916    5.63190995
4200       4.00249475   -0.01107358   -0.50263460
4200      -1.79507159    0.29930362    4.73757738
4200      -3.18751469    1.57975097    3.89984448
4200      -2.97718373   -0.09283392   -4.20861355
4200       5.99090981    1.00776576    6.45677688
4200       0.48779799   -2.40915156    5.21665206
4200       0.66814173   -4.59550994    6.72863489
4200       0.84783843   -0.70903515    1.32820633
4200       0.44442371    0.45588013   -1.85599362
4200      -0.82867582    3.12680166    3.72834834
4200       3.63056375   -0.94166422    2.37861832
4200       1.27202982   -0.24251638   -3.00858171
4200       1.05988756    0.06232840    3.05892511
4200       1.14279161    1.14428043   -2.12337365
4200       0.11642568   -0.22369628    2.76654624
4200      -6.56912332   -0.75910153  -12.70467504
4200       0.45100422   -1.40442126   -2.08726368
4200      -1.32199059   -0.14249882   -1.75981400
4200      -0.35027435    3.16722449    3.21262732
4200      -6.50283789   -4.47281215    3.66461344
4200       3.02279673   -0.81324938    6.57279029
4200      -2.38653417    4.91868631    4.03767795
4200      -1.30937310    2.14501733   -5.24155183
4200      -1.84606397    0.86861677    2.00936703
4200      -0.35655647   -1.71916370    2.29363846
4200       2.59103243   -0.44744982    1.74929285
4200       1.48064530    0.77674986    3.06857086
4200       1.50232830    2.02208695   -2.89025561
4200       1.98048152   -0.68866497   -3.29806851
4200       0.97552347   -2.45110629    2.34388886
4200      -2.03939919   -0.86547131    1.28939999
4200       3.49629265   -2.07837407    3.02781652
4200       1.30629820   -0.83213451    8.36732443
4200       0.45054637    3.32201856   -4.12624830
4200      -1.94311699   -2.17213789    3.69559576
4200       1.85635284    2.36355597    2.16205963
4200       2.67049809    2.05193203   -4.44521083
4200      -0.70374375    3.97190898    4.54076670
4200      -4.24360416    0.39871926    1.55388487
4200       4.30485529    5.41480511   -2.84039409


4300      -0.88204647   -0.91144960   -3.37224497
4300       5.13598385   -1.20640211   -3.29975354
4300       0.50236218   -3.18275506    1.43542241
4300      -0.87228450   -1.59320968   -4.62469754
4300       0.48178911    3.12269777    5.20471740
4300       0.30902627   -1.19988749    5.25458367
4300      -0.99952500   -2.04429065    0.96315507
4300      -0.45152737    0.01743301    1.02642504
4300       1.17842847    0.25871620    3.68802977
4300       3.86157886    3.26017826   -1.38851531
4300      -0.13046568   -2.11926553    2.22765034
4300       3.51392498    1.35844212   -4.42566500
4300       0.67864615    0.24591965    4.47630243
4300      -0.55110713   -1.74860605    5.32513620
4300      -1.63623452   -4.31690371   -3.51204618
4300      -0.92694831    0.72490311   -9.10114681
4300      -1.89056864   -0.02607386    4.34758049
4300      -6.38888093    0.90402377    4.39409952
4300      -0.64959786   -1.57279478   -1.58680573
4300       1.28344070    1.11979375    7.71318727
4300       5.62658792   -1.44911452    5.04557459
4300      -0.94048563    1.66340046    7.19679986
4300      -1.80688674   -1.36129745    1.96799743
4300      -2.98165205   -2.73357019    5.77414201
4300       5.43941575    2.61882506   -7.59759250
4300       0.20518994   -0.96080746    3.75939686
4300       4.67850716    1.56884993    2.15018567
4300       0.17078807    1.10525078    1.41819977
4300       1.22558580   -0.95229370    3.80042504
4300       1.84759818   -1.87983919    1.18775036
4300      -2.71902108   -0.94288896    6.53062809
4300      -0.83403573    3.18660898   -7.94285803
4300      -0.05509457    0.59712093   -1.85833001
4300      -1.49929316   -3.18116794    1.10855468
4300       2.54985484    0.16519392    1.73228687
4300      -1.48904663    0.21657960    2.95227983
4300       1.32479955    0.19484584    4.08476524
4300      -0.49964008    3.21349545    6.85773688
4300       1.23746918   -1.00027647   -3.65993821
4300       1.37722073    0.90517521   -5.00307262
4300      -0.37408073   -4.49331727   -9.26234640
4300       2.34958723   -2.18575802   -2.29040096
4300       3.79467450    3.57558240   -5.56813162
4300      -1.81914232   -3.23549432   -3.64006159
4300      -0.32916369   -1.26462538    1.49159707
4300       1.06904721    1.81583505   -3.43889400
4300       4.27193768   -0.60734231    0.89007684
4300       0.41661104    1.53485318    3.27773912
4300      -1.43402275    0.36218979   -1.38778558
4300       0.08276262   -3.88452018    7.23180536
4300      -0.65233413   -1.77545741    4.11785663
4300       5.81164773   -1.05065788    5.73737728
4300      -4.25812385   -5.40476494    3.24195399
4300       0.84322408    0.96153174   -1.61217271
4300       2.16661341    0.05104033   -2.96429428
4300      -4.32520556   -1.05183567   -5.55902401
4300      -1.23090916    0.01986284   -6.63324866
4300      -0.92102571   -2.78427095    0.19056755
4300       0.37747267   -0.66721346   -1.69735171
4300       3.78738388   -1.27681602    1.99259839
4300       0.51777177    1.05419379    3.18712663
4300       1.49595393   -0.98177222    2.65426035
4300       1.97340079    0.97316422    2.87570242
4300      -2.32167482   -0.60920037   -2.16013120
4300      -3.15430430    1.25639119   -3.56468798
4300      -7.37083454    1.25159604    1.81934756
4300       0.23979395    1.23149539    3.85905126
4300       1.76927945    1.19501748    2.41103354
4300      -0.46567052    2.16697254    4.38458086
4300       5.17814925   -4.47098911   -3.44874037
4300      -2.58498743    1.00742346   -0.61848571
4300      -1.57239491    1.52514923    3.33281526
4300       1.43992361    1.42257619    3.75890560
4300       1.14596618   -5.00457159   -6.93778844
4300       3.65305271   -0.17528638   -4.21041097
4300      -0.78108358   -0.90424262   -0.74671482
4300      -0.30010297    1.06198757   -3.36187451
4300      -0.75912388    1.42344628    3.85772077
4300       0.59016692    0.27134182   -0.81121390
4300       1.83818392    2.06521223   -3.15300487
4300      -1.51623845   -4.60357789   -3.02974578
4300      -1.33603389   -0.87462967   -3.88875915
4300       2.45140350    1.04037626   -3.41536432
4300      -1.06359288    1.77365781   -4.50906375
4300      -3.68074794    5.01351866   -2.14657364
4300      -1.37518114    0.91682573   -2.06161823
4300      -0.04353722   -0.16360897    4.88318309
4300       0.87311724   -0.44907973    1.20022004
4300       1.80004873   -2.75996151   -1.34164011
4300      -2.49752700    3.31425118   -4.00667737
4300       0.84479305   -2.06653975   -7.37374190
4300       0.22325783   -0.38532537    0.42330656
4300       0.22731532   -3.52991719    9.25739990
4300      -0.58146700    1.27735629   -4.63826670
4300      -1.18935758   -0.27462048    2.36141928
4300      -1.23382624   -2.08254520    3.49071980
4300      -3.28297440   -2.09083385    1.54229936
4300       0.71143828    0.64704216   -4.67465179
4300      -0.45582176    0.10631797    1.32373083
4300      -0.19649626    0.68256083   -1.61404240


4400       2.39822382    0.50036423   -3.53130572
4400       0.68520227    1.63279260    4.19129648
4400       3.21776804    0.95743344    4.45838208
4400       2.93898941    2.12257282    1.85516629
4400      -4.91820358   -0.09449882   -7.24918482
4400       1.37571968   -0.84827931    5.29811109
4400       0.38725515   -2.66074398    2.97865507
4400      -2.19162971    2.26639542   -2.65148616
4400      -1.32809034   -2.48983324    4.83966395
4400      -0.91477966    0.03833473   -2.60355413
4400      -2.70452813   -5.95010055   -6.05139794
4400       0.38877598   -1.74658249   -1.58139454
4400      -6.91172351   -0.07782138   -2.64818257
4400       2.40254821    1.22020503   -4.83616537
4400      -2.14539628   -0.56721486    5.67774329
4400      -0.05674139   -2.30372742   -3.49353951
4400      -0.60724823   -0.11342657    1.22164948
4400       3.52597773    0.39445315    6.42419271
4400      -2.26727898   -2.41126025   -2.71516918
4400       0.22860473    2.80219191    3.28440369
4400       2.04458385   -1.83233582    7.27660222
4400      -3.40839744   -2.05056233    3.88060939
4400       2.73979308   -4.61662130   -2.07985730
4400       3.68846673    1.72230174    4.64088226
4400       1.69398372   -0.29426758   -2.75258677
4400      -1.25497822   -0.43737679    3.06470530
4400      -2.63866532    1.11658711    0.95618107
4400      -2.45224596    3.15396362    6.41046390
4400      -4.06769401   -3.04527956   -3.52431477
4400       3.49001454   -3.24364924   -2.70157256
4400       1.29030423    1.62785152   -0.72038349
4400       0.77674319    2.46430596   -1.11424739
4400       1.61866301   -0.90147444   -4.47103362
4400      -0.01199967   -0.15138096    6.37067173
4400       5.60856869    2.06209239   -2.81033673
4400      11.28951991    3.61082521    1.71113494
4400      -1.49980538   -4.99998969    4.13850276
4400       0.74051244   -0.18457337    2.32396218
4400       6.16784684   -1.54735112    1.70650245
4400      -0.62858992   -0.53747951   -3.18460819
4400       3.69302079   -1.15486252   -2.72074204
4400      -1.58350110    0.59298697    5.47064819
4400      -0.99356909   -1.40123304    6.58699623
4400       2.27570363    1.50625206   -2.70000117
4400      -6.07039889    0.20723254    3.87605686
4400      -6.09849043   -0.21468918   -3.21963713
4400      -2.79605872    0.64728249    1.39668080
4400      -2.77377390   -2.05800157    3.99392981
4400       0.49966230   -2.19808462   -4.74792056
4400       0.85257348    0.03352060    2.42095233
4400       0.06538131   -0.22267056    2.73175291
4400       2.54065663   -2.38358269    4.94811275
4400       0.17449356    3.51763782   -3.08430636
4400       1.93839691    1.67056582   -2.77195730
4400      -3.15561157    0.82474037   -4.54961852
4400       2.45716301   -0.31370127   -6.28478328
4400       0.03801044    0.58492010   -2.83690615
4400      -0.42832654   -0.49259221  -10.02356787
4400      -1.22152850    5.09361801   -3.13358747
4400      -3.83507169    1.05023928   -3.47490257
4400       1.84807639    0.29169053    1.49842187
4400      -2.22217568    0.88094482   -3.22704419
4400      -0.95515823   -3.34995407   -3.36260000
4400       1.24664672    4.36484453    4.43717313
4400      -2.45752592    2.99381210    2.44702524
4400       1.38554487   -1.65957676   -2.42998773
4400      -0.75642617   -0.24013772    0.30775801
4400       0.59600151    2.63134696    3.20265380
4400       3.51980551   -4.57727965   -5.49719188
4400       1.65860771    0.25557853   -4.71975173
4400       1.44005067   -2.46687381   -5.78116817
4400       0.43437539   -1.20470040    2.60125100
4400       1.69625287    4.24932913   -4.33005923
4400      -2.46866484   -2.31006102    3.84943303
4400      -0.64578799    3.09247934    2.17043360
4400       2.93546824   -1.14326451   10.80717907
4400      -0.47342074   -0.20061257   -2.19975097
4400       4.63356933    5.84942479    4.24248940
4400       3.41749312   -0.33927727    1.72756249
4400      -0.66201809   -1.32609133   -4.18574120
4400      -1.16373817   -0.28781912    5.14769226
4400      -0.85613995   -6.93993460   -4.39506696
4400      -6.40530926   -1.91314912   -6.70939337
4400      -0.09316706    4.80021693    7.39000231
4400       3.27834456   -3.24654800   -3.11154337
4400       0.39216226   -0.59794337   -0.99977832
4400       2.77062133   -5.91056554   -3.70195386
4400      -0.80344976   -2.39246660    3.81696482
4400      -5.02576342    1.25982414    1.78238289
4400       3.36118928   -2.41759464   -5.15260165
4400       1.81343373    2.59463077   -0.90235585
4400       0.97143864   -1.64064981   -2.58550838
4400      -1.26205865    2.03895873    2.81590622
4400      -1.70521249    0.64488748   -3.27473383
4400       2.22051206   -3.08047708   -5.42253726
4400      -1.98216386    2.72580296    6.17601230
4400       2.59689242    0.93607330    2.03549142
4400      -2.40803566   -0.38926547    0.64035597
4400       0.60727507    5.38660767    5.70682948
4400       0.19139824    4.92487092    6.54758017


4500      -2.36987708    1.26353693    1.20952139
4500      -0.71333421   -6.58941900   -3.23374183
4500       2.28153059   -2.33263709    6.68822459
4500       0.46418618    1.08994505   -2.07268976
4500       3.45664143   -3.59894247   -1.95776973
4500       1.44422255   -1.94777617    3.07898869
4500      -0.72148445    0.47429312   -2.30976468
4500      -2.17799454   -6.50111347   -4.17694371
4500       0.96796386   -1.87491808    4.75663153
4500       0.37575944    0.87916118   -1.81245933
4500      -0.29082503    0.19928570    3.91538287
4500      -2.52193874    0.28536367    3.14797297
4500       0.60004443    0.57845551   -3.61431007
4500      -1.72548253   -0.71263741   -5.59534112
4500       1.42899090   -1.07586001   -2.26354422
4500       0.81742116   -1.83966340   -5.33627475
4500      -4.68186208    1.90521666   -6.27915863
4500      -3.42026452    0.59649320    8.63817801
4500      -0.92577108   -0.61068580   -5.78332261
4500       1.43704659    1.91116505    3.09783655
4500       2.00508069   -2.46608585   -4.00655795
4500      -0.44387251    3.02084323    3.51095100
4500       2.87057493    4.34326811    2.67930968
4500      -0.82555517    0.40484838    0.95234205
4500      -0.81940967   -1.45606681    4.67974934
4500       0.69124184   -1.23040130   -5.52871371
4500      -0.71246868    1.52763063    1.51214508
4500      -1.13391088    6.91763991    2.75547635
4500      -0.20783558    0.49605497   -2.89861145
4500      -1.89998085    2.97657158   -4.40971360
4500      -7.82322136    2.80374183    7.07691168
4500       0.66756380    0.07167603   -2.01314405
4500       2.03063006   -0.32170044   -9.21702625
4500      -1.71493561   -1.04410926   -1.78382165
4500       0.95901788    0.94725228   -1.21120648
4500       0.27962388    0.92175979    2.94282521
4500       1.90529791   -0.02763850    2.27614180
4500       0.39832317   -2.00764645   -2.81707753
4500      -3.57204557   -3.36160468    2.12766084
4500      -3.47769408   -1.58458464    2.15746656
4500       1.11768897   -1.75090018   -5.96432255
4500      -1.88645175    0.67903747    2.04288872
4500      -0.24620355   -0.11555560    4.01105137
4500      -3.91737948   -4.16647741    1.23751745
4500      -5.44632156   -2.79159340    5.71407754
4500       1.38842310    2.04120335   -2.33125164
4500      -0.48944877   -0.82956110   -5.23522131
4500       1.41976091   -3.21792799    1.91219918
4500      -0.77755659   -1.99108861    1.05450082
4500      -0.88654915    0.65883045   -1.55171784
4500      -6.26003607   -1.55136047    6.18762746
4500      -0.73664599   -1.07965605   -2.08254582
4500      -0.50087767   -0.57383522   -1.82254186
4500      -5.66203041   -0.70756047    1.83761039
4500      -3.71454307    0.99135061    6.31659588
4500      -2.36917580   -1.65412292    1.63386859
4500      -4.48712575    0.82155431    5.21306114
4500       1.74762872   -0.77668105   -1.21632704
4500       8.04860647   -5.95380964   -8.14300395
4500       3.58848933   -2.13217325    3.47678461
4500       5.25574717   -3.40078207   -2.03837615
4500       1.72976684   -2.94686758   -6.85887050
4500      -1.04477074   -0.78134906   -3.42798656
4500      -0.33037073    0.84200425    3.37425115
4500      -0.23366599   -2.35605928   -3.13417404
4500      -0.09213115   -4.02659228    3.83463491
4500      -4.81517441    1.03382663    1.63999144
4500       2.30607805   -4.61979522    7.91519122
4500      -1.66841470   -0.85310225    1.20364448
4500       1.65534343    0.44645107   -2.27012588
4500       0.27508112    1.47932671   -2.51417771
4500       5.38787978    4.57979528    9.11477068
4500      -1.53492220   -3.47461472    2.94621508
4500       0.11823831   -4.40437573    3.89678310
4500      -2.06342340   -2.66709098   -4.78829289
4500       1.51356084   -0.90078543    3.79329747
4500      -1.31293004   -0.96672348   -3.80498894
4500      -2.23731125    1.79661933    4.66039921
