# Step    x                  y                  z
400       -1.81639377    3.44381238    4.01295717
400        1.43025611    2.90927239   -2.94034749
400        0.52891003   -4.28980540    3.30542910
400        3.75208120    1.79052842   -3.56728946
400        2.98094568    0.14378620   -3.85532820
400       -2.19580437    1.04960806   -1.87461700
400       -1.61132618    1.91789825    5.32669478
400       -0.35122905    5.71817092    5.03997031
400        1.80233457   -3.91995890   -2.69302002
400        1.81227066   -1.36349569    5.16213877
400        3.11036642    3.49755132    3.10385900
400        3.20618310    4.61823731   -5.67830048
400       -1.17713884   -0.37286478    1.60233241
400       -6.65705883   -1.57468472    5.46280905
400       -3.32672844    1.67884467    4.83065093
400        1.35095869   -2.66183307   -3.93430989
400        0.76707807   -0.06853347    3.09779959
400        1.29328629   -3.97343014    5.76315990
400       -1.41292250    1.60378570   -4.88315343
400       -0.87113745   -0.15424264   -8.49679855
400        0.33226696   -0.21069781    5.12942015
400        0.92856437   -3.55520852    1.04664708
400       -0.41906406   -1.11139970   -2.25941283
400        2.28503805    1.29616409   -0.90592205
400       -2.61110275   -2.02248125   -7.84053636
400        1.91865466    1.07451553   -1.74464889
400       -0.67713732   -1.11996125    2.80480845
400       -0.56400573   -2.40301680   -5.51290236
400       -1.17258803   -3.62858090    4.84300541
400       -1.80478205    1.55181262   -1.67897919
400        2.92415803   -5.36376969    4.32191774
400        1.06686108    1.87851180    3.06752957
400        1.30456889   -0.14310547   -3.13590681
400       -1.59917720   -0.85189949    4.30287418
400        0.19004090    1.84102108    3.61246932
400        0.06005438   -0.65214328    2.85914708
400        2.12543771   -2.83251848    1.87932580
400        0.83596386   -2.36885092   -1.69266331
400       -1.25931953   -1.58512979   -2.67053264
400        1.85877560   -0.59924841    1.38206559


500       -1.79377386   -0.50398375    2.92371476
500       -2.08354576    1.93403111   -3.80796255
500       -0.58905522   -0.35317607   -4.38081550
500       -5.28615142    0.40255989    3.64375450
500       -6.46884123   -3.17300262   -6.38661413
500        1.81520076    4.77131034   -3.25127620
500        2.54645826    1.29965218    4.38029240
500        0.99170095    0.13345440    3.91081462
500        0.52866544   -1.37850196   -2.60458570
500       -2.37142105    1.10528410    2.08068221
500        2.82954065   -0.89235704   -2.44410320
500       -1.98814954   -4.56594170  -10.25734280
500       -2.86310268   -0.51529266    5.96683488
500       -0.08128246   -0.96927890    1.85282718
500        4.19239784    0.72106590   -4.67793285
500       -0.44868905   -0.44091641   -3.01573036
500       -1.02525707   -1.05226927    3.11088266
500       -0.95695372    0.82656746    2.30084368
500       -3.40415056   -3.15255705    3.95239585
500       -0.47250450    2.52419973    2.88482586
500        1.88728996   -5.37105312   -3.55927551
500        1.91497997    0.35294046   -3.14382773
500       -5.43336307    3.03156354    3.41674934
500        2.40230137   -1.70090793    2.10163118
500        2.82053777   -0.49714065    3.63847535
500        0.39069155    0.96585519   -1.87203640
500       -2.23362411    1.88988528    2.67750146
500        2.57443945   -4.12347948    1.96759716
500        0.78448584   -2.55210576   -5.28973594
500       -1.20103923   -2.33391826   -2.40555539
500       -3.37974044   -6.76370384    6.19839122
500       -2.68230898    1.86851106   -1.62817809
500       -0.18043054    1.19256033   -3.67568872
500        8.12997048    3.61819331   -1.24843166
500        0.63249840   -0.46382351    2.19356968
500        4.91788964   -3.19568017   -3.52009660
500       -1.80723743   -0.20217898   -5.69928826
500       -4.43480670   -0.16533078   -8.10744956
500       -2.72092237   -0.47481602    4.20229159
500       -2.49533020   -4.63756280   -3.54547872
500        1.41038777   -0.54599263   -2.49856324
500        1.54391509   -0.17403294    1.42872628
500        2.01325376   -0.31049628    1.56468302
500        2.77680121    2.31380485    6.28230467
500        0.01499852    0.88581380    4.33402250
500       -0.30389989   -4.28076687    1.22439509
500       -3.62951543   -0.41604916   -5.61226411
500       -1.67695471   -1.42790344    2.91401111
500       -2.11073021    1.75729185   11.39734776
500        1.59914271   -1.16946622    0.80712423
500        0.71007647   -0.88644389   -1.50633673
500        0.20665925   -0.35988596    3.63925649
500        2.00046551   -0.73498370   -3.04301880
500       -2.64656712    0.21858480   -2.12124569
500        0.51385904    1.71863735   -3.78970303
500        0.87947305    1.00798448   -1.69440822
500        1.85325337   -3.10144985   12.79736964
500        0.13176012   -0.19609797   -3.07396130
500        0.60599501    4.60899908    1.83581609
500        0.45238440   -0.62202149   -3.32663952
500        0.17786621   -1.18793608    1.06586230
500       -1.80513567   -0.77996542    4.51783311
500       -1.96248855    0.89467137    2.69779845
500       -0.10268488    3.25538584    9.04844956
500        1.56101390   -1.98590128   -7.50263314
500       -0.46410590    1.30438080   -2.90072923
500       -1.12461466   -0.57334454   -1.63467560
500       -3.10983364   -2.45272556    2.31425781
500        1.94907736    3.71402773    1.60103261
500       -0.41845424    1.06257704    2.59288171
500        2.10862506    0.01360778    8.90740527
500       -0.60651705    1.76692908   -5.41249661
500        0.55458836    1.32834494   -1.75888975
500        0.73349643   -1.46334327    5.57732535
500        4.36800670    0.15722079   -3.48247837
500       -0.96843200    0.90889548    5.44874538
500        3.50454738   -3.54498302   -4.29821983
500       -2.73736784   -2.03277942    3.35791213
500        2.54058369   -0.77166276   -2.11856710
500        3.93150988    2.12435242   -2.87997607
500       -0.48427849    1.69801225    3.93550145
500       -0.64405198   -2.92589967   -2.79027188
500       -0.28359639    2.05448765    3.07008488
500        1.69044775   -2.48361741    3.81810568
500       -6.45893159    3.42629835   -4.33906380
500       -0.88855789   -1.84507932    3.42132041
500        3.52270765    1.72696510    2.73902967
500       -1.56929621   -0.19079436    2.82827056
500        1.96282828   -1.85125795    2.26931934
500        2.35169014    1.93649358   -4.61076176
500        1.75552116   -3.08000516   -4.86152411
500        0.12396599   -0.95606485   -1.38417393
500        0.79457610    2.88387760    4.31070027
500        1.57483355    2.60907076   -5.06850985
500        1.46126568    0.25398572    2.75645147
500       -1.02356534    2.57138012   -4.13607899
500       -0.45859637    0.97519879   -1.62595087
500        1.74599447    1.31262404   -5.94853194
500       -3.50635351    0.21495965   -7.32438749
500        3.41709918    1.55483089   -5.69882557


600       -2.24766566   -1.31106718   -3.97230642
600        3.30099613    1.88969453   -1.11186189
600        4.22260147   -3.21864449   -2.93659648
600       -2.06234067   -2.26572661    1.20133192
600        2.53226068    2.51330782   -5.23868647
600        1.11248842    0.55741023   -1.50222977
600       -0.49682858   -2.05576586    3.90872960
600       -0.56001355   -3.87003949   -4.74695407
600       -2.05512646    2.51497922    7.53237044
600        0.09415976   -0.05275940    0.67499415
600      -13.22875115   -0.10751573    5.40550497
600       -2.12656114    5.09329976   -4.01450157
600        0.68800962   -1.48452394    3.56473760
600       -0.77103100   -0.14793615   -7.19403582
600       -2.15785715    0.50983168   -4.30363225
600        2.69546667    2.22506109   -4.96504214
600       -1.32779036   -1.82078429   -0.29512408
600       -1.55871442    1.44170656    2.24797501
600       -0.88375805   -1.44613734    4.37520268
600       -4.75242116    5.97371718    1.37143088
600        2.57818561   -1.97955867    4.47519018
600        0.34939233   -1.32618273    3.13478199
600        1.26601696   -0.40741837    7.39527974
600       -3.03913948    1.21167111    3.53492375
600        0.32849615   -2.54221888    3.84063360
600       -0.66641794    2.58511040   -5.37135563
600        4.84801890    1.21436385    3.63162048
600        3.77679644   -3.31003052   -2.90811353
600       -1.26893877   -1.13032309    2.11985652
600       -2.30083387    0.31491284   -7.29647191
600        1.80791496    0.07624554   -1.38645802
600        0.16089829    0.46999100   -0.81735763
600       -0.94184163   -2.30966404   -4.59014361
600        0.70829012    0.86960208   -2.13615264
600        4.72805028    1.90432795   -3.03613188
600        1.40463986   -3.32961973   -3.64598665
600       -0.03180794    0.33183356   -7.61007113
600       -1.42777751   -3.97234911   -5.07928159
600        2.06152081    0.52273481   -2.31697601
600       -5.24807029    4.87284719   -5.34770101
600        2.08962884    2.46645903    4.48803515
600       -1.61718973    2.86618396   -1.15775502
600        4.44593308    1.97331731   -1.66122894
600       -0.64638348    0.12081184   -1.16916228
600        0.52421982   -0.20519324   -4.78648301
600       -3.11757468    5.27907335   -3.44961666
600       -0.60390509    2.47906607    1.56053380
600       -0.91164049   -4.28987251   -3.11921976
600        0.78292687   -2.64866263    2.22234096
