# Nb_eff - <E_b> - <E>
      1    1.17303716    1.17303716
      2    1.17284599    1.17294157
      3    1.17298641    1.17295652
      4    1.17264609    1.17287891
      5    1.17323076    1.17294928
      6    1.17247681    1.17287054
      7    1.17251914    1.17282034
      8    1.17301226    1.17284433
      9    1.17340837    1.17290700
     10    1.17332645    1.17294894
     11    1.17304457    1.17295764
     12    1.17263516    1.17293076
     13    1.17311406    1.17294486
     14    1.17273930    1.17293018
     15    1.17320491    1.17294850
     16    1.17279985    1.17293921
     17    1.17325687    1.17295789
     18    1.17294114    1.17295696
     19    1.17311346    1.17296520
     20    1.17271675    1.17295278
     21    1.17257623    1.17293484
     22    1.17355443    1.17296301
     23    1.17322684    1.17297448
     24    1.17261797    1.17295962
     25    1.17216878    1.17292799
     26    1.17326948    1.17294112
     27    1.17319264    1.17295044
     28    1.17259815    1.17293786
     29    1.17268865    1.17292926
     30    1.17268724    1.17292120
     31    1.17228984    1.17290083
     32    1.17387970    1.17293142
     33    1.17298113    1.17293293
     34    1.17335335    1.17294529
     35    1.17270439    1.17293841
     36    1.17308431    1.17294246
     37    1.17321845    1.17294992
     38    1.17250024    1.17293809
     39    1.17287308    1.17293642
     40    1.17250163    1.17292555
     41    1.17326421    1.17293381
     42    1.17218444    1.17291597
     43    1.17282709    1.17291390
     44    1.17312034    1.17291859
     45    1.17278511    1.17291563
     46    1.17234018    1.17290312
     47    1.17288304    1.17290269
     48    1.17346508    1.17291441
     49    1.17301022    1.17291636
     50    1.17296178    1.17291727
     51    1.17226804    1.17290454
     52    1.17283120    1.17290313
     53    1.17245242    1.17289463
     54    1.17313453    1.17289907
     55    1.17342017    1.17290854
     56    1.17273940    1.17290552
     57    1.17248315    1.17289811
     58    1.17282963    1.17289693
     59    1.17264770    1.17289271
     60    1.17248011    1.17288583
     61    1.17320078    1.17289099
     62    1.17291751    1.17289142
     63    1.17235477    1.17288290
     64    1.17310697    1.17288640
     65    1.17197801    1.17287243
     66    1.17309238    1.17287576
     67    1.17283123    1.17287510
     68    1.17313365    1.17287890
     69    1.17376213    1.17289170
     70    1.17301203    1.17289342
     71    1.17313214    1.17289678
     72    1.17303296    1.17289867
     73    1.17274453    1.17289656
     74    1.17263754    1.17289306
     75    1.17283937    1.17289235
     76    1.17305750    1.17289452
     77    1.17202399    1.17288321
     78    1.17264056    1.17288010
     79    1.17281302    1.17287925
     80    1.17243970    1.17287376
     81    1.17243740    1.17286837
     82    1.17303903    1.17287045
     83    1.17281272    1.17286976
     84    1.17283001    1.17286928
     85    1.17260587    1.17286618
     86    1.17239586    1.17286072
     87    1.17289473    1.17286111
     88    1.17283893    1.17286085
     89    1.17317009    1.17286433
     90    1.17311493    1.17286711
     91    1.17272000    1.17286550
     92    1.17272876    1.17286401
     93    1.17234972    1.17285848
     94    1.17233514    1.17285291
     95    1.17231525    1.17284725
     96    1.17318686    1.17285079
     97    1.17292685    1.17285158
     98    1.17280532    1.17285110
     99    1.17254920    1.17284805
    100    1.17371640    1.17285674
    101    1.17247897    1.17285300
    102    1.17327458    1.17285713
    103    1.17241100    1.17285280
    104    1.17255163    1.17284990
    105    1.17308650    1.17285216
    106    1.17258689    1.17284965
    107    1.17187038    1.17284050
    108    1.17225834    1.17283511
    109    1.17120521    1.17282016
    110    1.17251201    1.17281736
    111    1.17313792    1.17282024
    112    1.17357643    1.17282700
    113    1.17355257    1.17283342
    114    1.17298481    1.17283475
    115    1.17372214    1.17284246
    116    1.17265689    1.17284086
    117    1.17256561    1.17283851
    118    1.17296791    1.17283961
    119    1.17323355    1.17284292
    120    1.17254661    1.17284045
    121    1.17286469    1.17284065
    122    1.17308385    1.17284264
    123    1.17324233    1.17284589
    124    1.17308683    1.17284783
    125    1.17257596    1.17284566
    126    1.17283811    1.17284560
    127    1.17303546    1.17284709
    128    1.17251799    1.17284452
    129    1.17379892    1.17285192
    130    1.17316658    1.17285434
    131    1.17267418    1.17285297
    132    1.17261089    1.17285113
    133    1.17310248    1.17285302
    134    1.17348999    1.17285778
    135    1.17313154    1.17285980
    136    1.17308045    1.17286143
    137    1.17260932    1.17285959
    138    1.17330971    1.17286285
    139    1.17275604    1.17286208
    140    1.17291534    1.17286246
    141    1.17260813    1.17286066
    142    1.17251378    1.17285821
    143    1.17364652    1.17286373
    144    1.17277275    1.17286309
    145    1.17280570    1.17286270
    146    1.17296354    1.17286339
    147    1.17268105    1.17286215
    148    1.17291982    1.17286254
    149    1.17300475    1.17286349
    150    1.17322448    1.17286590
    151    1.17303181    1.17286700
    152    1.17298855    1.17286780
    153    1.17264237    1.17286632
    154    1.17276460    1.17286566
    155    1.17302858    1.17286671
    156    1.17282706    1.17286646
    157    1.17289892    1.17286667
    158    1.17319579    1.17286875
    159    1.17321598    1.17287093
    160    1.17298776    1.17287166
    161    1.17301523    1.17287256
    162    1.17295967    1.17287309
    163    1.17309246    1.17287444
    164    1.17334426    1.17287730
    165    1.17266623    1.17287602
    166    1.17253289    1.17287396
    167    1.17233178    1.17287071
    168    1.17277105    1.17287012
    169    1.17287725    1.17287016
    170    1.17320696    1.17287214
    171    1.17320684    1.17287410
    172    1.17230024    1.17287076
    173    1.17286913    1.17287075
    174    1.17283392    1.17287054
    175    1.17296335    1.17287107
    176    1.17283634    1.17287087
    177    1.17282746    1.17287063
    178    1.17297756    1.17287123
    179    1.17273453    1.17287047
    180    1.17253138    1.17286858
    181    1.17229495    1.17286541
    182    1.17323438    1.17286744
    183    1.17266949    1.17286636
    184    1.17299740    1.17286707
    185    1.17289240    1.17286721
    186    1.17316774    1.17286882
    187    1.17262996    1.17286755
    188    1.17297655    1.17286813
    189    1.17339855    1.17287093
    190    1.17309057    1.17287209
    191    1.17295516    1.17287252
    192    1.17266301    1.17287143
    193    1.17250129    1.17286951
    194    1.17255560    1.17286790
    195    1.17317320    1.17286946
    196    1.17291385    1.17286969
    197    1.17323142    1.17287152
    198    1.17304352    1.17287239
    199    1.17352438    1.17287567
    200    1.17248202    1.17287370
    201    1.17258100    1.17287224
    202    1.17284013    1.17287209
    203    1.17318708    1.17287364
    204    1.17329117    1.17287568
